id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,ratio_log2,freq_log2,algorithm_idx
2338,series3_parallel2,354.7735,0.3333,2.7964,1.1838,2.72,0.3813,1.0527,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.470755,3
8640,series3_parallel2,567.9367,0.25,2.0323,2.4759,1.6268,1.7095,0.4271,0.0,0.0,0.0,0.0,0.0,-2.0,9.149587,3
6928,series2x2_parallel1,389.6251,0.125,2.6936,5.6904,5.875,2.5541,1.1842,0.0,0.0,0.0,0.0,0.0,-3.0,8.605943,1
3544,parallel5,90.1129,0.125,4.3209,2.5137,1.1103,0.3661,0.9694,0.0,0.0,0.0,0.0,0.0,-3.0,6.493662,0
1653,series3_parallel2,159.5172,0.5,3.8112,1.4475,0.863,3.2148,3.8008,0.0,0.0,0.0,0.0,0.0,-1.0,7.3175683,3
6160,series2x2_parallel1,159.1088,0.125,4.1067,4.0447,4.1022,2.8568,3.5265,0.0,0.0,0.0,0.0,0.0,-3.0,7.31387,1
148,series3,86.2132,4.0,3.2488,1.6768,1.6877,1.5617,0.4011,0.0,0.0,0.0,0.0,0.0,2.0,6.4298368,2
4416,parallel5,695.4416,0.2,1.4799,0.1613,3.5372,2.1621,2.7061,0.0,0.0,0.0,0.0,0.0,-2.321928,9.441786,0
2632,series3,135.0644,2.0,2.4934,3.9406,0.2736,4.4544,4.1645,0.0,0.0,0.0,0.0,0.0,1.0,7.0775037,2
5640,series3_parallel2,597.4326,0.25,0.2149,0.6756,0.4878,0.3549,0.1521,0.0,0.0,0.0,0.0,0.0,-2.0,9.222632,3
6106,parallel5,128.2187,0.25,2.9599,3.3071,4.9787,0.6718,3.7751,0.0,0.0,0.0,0.0,0.0,-2.0,7.002463,0
5873,parallel5,103.5549,0.2,0.5426,4.272,5.222,3.1227,5.6458,0.0,0.0,0.0,0.0,0.0,-2.321928,6.694252,0
7318,parallel5,261.6125,0.5,4.6493,4.7143,4.6141,1.5043,2.3278,0.0,0.0,0.0,0.0,0.0,-1.0,8.031287,0
621,series2x2_parallel1,229.6421,1.0,3.1,1.7955,2.4184,5.111,1.3712,0.0,0.0,0.0,0.0,0.0,0.0,7.8432436,1
7040,series3_parallel2,68.3492,0.3333,1.4592,1.2957,5.6339,1.1667,0.2192,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.0948524,3
6953,series3_parallel2,317.8482,0.25,3.9875,1.7375,3.9412,2.4883,1.9826,0.0,0.0,0.0,0.0,0.0,-2.0,8.312194,3
8789,parallel5,200.3422,0.125,0.173,1.0603,2.3559,2.4392,1.403,0.0,0.0,0.0,0.0,0.0,-3.0,7.6463227,0
2292,series3,257.2272,0.5,0.8838,0.3312,2.639,2.0846,0.466,0.0,0.0,0.0,0.0,0.0,-1.0,8.0069,2
276,series2x2_parallel1,328.3517,3.0,2.8089,1.2017,1.1911,3.998,2.2872,0.0,0.0,0.0,0.0,0.0,1.5849625,8.359098,1
6083,parallel5,175.0698,0.5,2.4466,5.0025,0.2359,3.6908,3.9803,0.0,0.0,0.0,0.0,0.0,-1.0,7.4517865,0
9198,series2x2_parallel1,107.6972,0.3333,1.3357,1.1255,3.6762,1.9006,0.2966,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.750837,1
1354,parallel5,190.8306,1.0,1.3965,3.1383,3.458,3.0338,3.3122,0.0,0.0,0.0,0.0,0.0,0.0,7.5761485,0
9727,series2x2_parallel1,124.3248,0.125,3.1502,0.596,0.4656,3.666,5.0383,0.0,0.0,0.0,0.0,0.0,-3.0,6.95797,1
6429,parallel5,544.1589,0.25,2.5893,5.0497,2.6877,3.5436,0.3145,0.0,0.0,0.0,0.0,0.0,-2.0,9.087884,0
6113,parallel5,275.8156,1.5,3.1407,1.3831,1.9146,1.3682,1.7358,0.0,0.0,0.0,0.0,0.0,0.5849625,8.10756,0
7019,series2x2_parallel1,392.7364,0.25,3.9165,2.1937,4.8846,1.2892,4.7211,0.0,0.0,0.0,0.0,0.0,-2.0,8.617417,1
4583,series3,89.3264,0.6667,3.5503,2.8633,1.1771,1.7212,5.2056,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.4810147,2
1450,series2x2_parallel1,804.122,3.0,4.3844,2.297,5.0968,5.0026,1.2941,0.0,0.0,0.0,0.0,0.0,1.5849625,9.651271,1
9385,series2x2_parallel1,635.4076,0.6667,1.4929,0.6261,0.3616,4.9969,1.1466,0.0,0.0,0.0,0.0,0.0,-0.58489037,9.311539,1
6756,series2x2_parallel1,200.9436,0.5,4.9912,5.526,1.8603,0.3634,1.7105,0.0,0.0,0.0,0.0,0.0,-1.0,7.6506467,1
9813,series3_parallel2,556.8571,0.3333,0.2987,2.7469,0.2462,0.9657,1.0087,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.121163,3
4427,series2x2_parallel1,144.0795,0.5,0.7852,3.4161,0.1873,3.4844,2.5585,0.0,0.0,0.0,0.0,0.0,-1.0,7.170721,1
9609,series3,101.8927,1.0,1.3187,0.5313,2.9644,3.0868,5.1012,0.0,0.0,0.0,0.0,0.0,0.0,6.670907,2
5510,parallel5,401.9518,0.125,2.633,0.9791,1.559,0.7655,3.8145,0.0,0.0,0.0,0.0,0.0,-3.0,8.650879,0
9288,parallel5,75.017,1.5,2.2477,1.6752,2.6574,4.0159,3.0788,0.0,0.0,0.0,0.0,0.0,0.5849625,6.2291455,0
1034,parallel5,475.764,4.0,0.9169,3.8585,0.6117,1.7039,3.5146,0.0,0.0,0.0,0.0,0.0,2.0,8.894102,0
904,parallel5,694.7804,0.6667,1.5691,3.7723,1.211,0.6772,1.3864,0.0,0.0,0.0,0.0,0.0,-0.58489037,9.440413,0
8101,series2x2_parallel1,130.9216,2.0,1.2003,1.0634,4.5044,0.7965,4.1139,0.0,0.0,0.0,0.0,0.0,1.0,7.0325594,1
4657,series2x2_parallel1,90.0567,0.125,4.1883,3.0249,2.2902,1.6689,3.9212,0.0,0.0,0.0,0.0,0.0,-3.0,6.4927616,1
3608,series3_parallel2,237.7468,0.2,4.9917,0.2071,3.6267,0.1597,4.5662,0.0,0.0,0.0,0.0,0.0,-2.321928,7.893282,3
2479,series3_parallel2,257.5095,4.0,4.4961,1.0466,0.9076,1.861,2.9302,0.0,0.0,0.0,0.0,0.0,2.0,8.008482,3
1422,series3,103.1578,0.125,0.8557,2.9715,2.6661,1.9726,2.5406,0.0,0.0,0.0,0.0,0.0,-3.0,6.6887093,2
5987,series3_parallel2,82.6994,0.5,3.0249,4.4742,0.5866,3.358,3.0121,0.0,0.0,0.0,0.0,0.0,-1.0,6.369805,3
3097,series3_parallel2,212.1892,1.5,3.0633,3.2842,5.9471,2.1053,1.5815,0.0,0.0,0.0,0.0,0.0,0.5849625,7.7292075,3
5923,series3_parallel2,317.2131,0.25,3.9751,5.5347,0.8091,5.4649,2.4359,0.0,0.0,0.0,0.0,0.0,-2.0,8.309309,3
4480,series3_parallel2,735.222,1.0,3.4417,1.3792,3.6855,4.8019,3.6213,0.0,0.0,0.0,0.0,0.0,0.0,9.522037,3
5776,series3,124.8476,0.2,4.6035,3.6269,1.318,3.8037,0.6637,0.0,0.0,0.0,0.0,0.0,-2.321928,6.9640245,2
1028,series3_parallel2,584.6207,0.125,2.2776,5.1814,3.7861,1.5347,1.8102,0.0,0.0,0.0,0.0,0.0,-3.0,9.191358,3
5009,series3,154.2468,2.0,1.162,2.7685,0.3356,2.5751,5.6426,0.0,0.0,0.0,0.0,0.0,1.0,7.269097,2
5846,series2x2_parallel1,214.251,0.5,2.9532,0.2255,0.7407,5.019,2.1291,0.0,0.0,0.0,0.0,0.0,-1.0,7.7431583,1
4719,parallel5,211.3632,0.5,1.2374,1.257,2.7216,2.405,0.1712,0.0,0.0,0.0,0.0,0.0,-1.0,7.7235804,0
9074,series3_parallel2,84.1895,0.6667,1.9395,1.3987,1.9377,1.6364,1.0709,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.3955684,3
378,series3_parallel2,80.0197,2.0,4.8058,1.5048,3.2813,5.9389,3.3127,0.0,0.0,0.0,0.0,0.0,1.0,6.3222833,3
9455,series3_parallel2,553.4025,2.0,1.0549,5.0285,3.2701,0.4502,3.8275,0.0,0.0,0.0,0.0,0.0,1.0,9.1121855,3
3747,series3_parallel2,411.1024,0.25,1.145,0.6287,2.6149,0.608,0.2946,0.0,0.0,0.0,0.0,0.0,-2.0,8.683354,3
395,series2x2_parallel1,274.4354,1.5,2.0876,0.7832,2.4504,3.7896,1.7127,0.0,0.0,0.0,0.0,0.0,0.5849625,8.100323,1
8242,parallel5,309.8544,2.0,4.3231,2.6641,1.5089,0.3103,3.471,0.0,0.0,0.0,0.0,0.0,1.0,8.275447,0
416,series3_parallel2,255.608,3.0,0.577,2.3537,3.138,1.0815,2.9777,0.0,0.0,0.0,0.0,0.0,1.5849625,7.9977894,3
4689,series3,129.1202,2.0,3.9433,3.7628,0.9886,1.6291,4.6537,0.0,0.0,0.0,0.0,0.0,1.0,7.012571,2
1538,series2x2_parallel1,688.2347,0.3333,0.5531,3.4456,2.8545,3.346,0.6873,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.426757,1
3712,parallel5,164.1113,0.2,2.5765,1.0041,0.9985,4.0792,3.4669,0.0,0.0,0.0,0.0,0.0,-2.321928,7.3585305,0
4629,parallel5,362.8281,0.3333,1.1419,1.5838,0.3248,2.4308,1.1737,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.503142,0
8048,series3,738.8996,1.5,1.2936,2.9816,0.9407,0.5409,2.3908,0.0,0.0,0.0,0.0,0.0,0.5849625,9.529235,2
9433,series3_parallel2,191.7456,0.5,0.171,1.4972,4.1747,3.9773,1.0404,0.0,0.0,0.0,0.0,0.0,-1.0,7.58305,3
7800,series3,197.3977,2.0,3.1643,3.6756,1.2157,1.296,0.9235,0.0,0.0,0.0,0.0,0.0,1.0,7.6249614,2
2803,parallel5,164.4389,0.125,1.5908,3.1915,2.7345,0.3853,4.8493,0.0,0.0,0.0,0.0,0.0,-3.0,7.3614078,0
9888,series2x2_parallel1,386.7993,0.6667,3.7361,3.4711,2.1041,1.3671,1.5172,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.595441,1
2522,series3_parallel2,825.6641,0.3333,4.3071,1.4347,5.0178,1.2442,3.4669,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.689411,3
2941,parallel5,132.4956,1.5,2.0716,3.9007,4.8082,1.9541,1.1402,0.0,0.0,0.0,0.0,0.0,0.5849625,7.049801,0
1317,series2x2_parallel1,289.8567,0.25,3.3829,0.3786,4.881,4.0814,3.7871,0.0,0.0,0.0,0.0,0.0,-2.0,8.179196,1
5892,series3,367.8387,0.3333,1.4742,2.5801,2.9592,1.5806,3.8571,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.522929,2
2126,series3_parallel2,150.4151,0.3333,2.1271,4.7046,4.1407,4.1077,3.5672,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.2328057,3
1041,series2x2_parallel1,110.3743,1.5,0.9873,4.8844,3.5799,0.8659,3.5494,0.0,0.0,0.0,0.0,0.0,0.5849625,6.7862606,1
4274,parallel5,777.0134,0.1667,1.0833,5.1721,4.179,1.9019,1.3563,0.0,0.0,0.0,0.0,0.0,-2.584674,9.601796,0
3339,series3,194.401,3.0,2.0645,2.453,0.9194,0.2561,1.5661,0.0,0.0,0.0,0.0,0.0,1.5849625,7.602892,2
5750,series3,794.38,0.125,3.51,3.7172,2.9328,3.9577,3.331,0.0,0.0,0.0,0.0,0.0,-3.0,9.633685,2
1078,series3,110.2521,0.6667,1.8382,1.7528,0.646,1.9621,2.5482,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.7846622,2
5537,series3,451.7226,0.2,1.8844,2.6602,1.3635,0.993,1.1461,0.0,0.0,0.0,0.0,0.0,-2.321928,8.819293,2
8491,series3_parallel2,105.4206,2.0,3.5322,0.6757,2.6372,1.0851,3.0313,0.0,0.0,0.0,0.0,0.0,1.0,6.720013,3
5208,series3_parallel2,287.2874,0.2,1.2824,3.3757,1.6485,2.4803,3.7117,0.0,0.0,0.0,0.0,0.0,-2.321928,8.166351,3
7149,series2x2_parallel1,579.4167,0.25,3.7242,2.0721,0.4015,3.126,0.619,0.0,0.0,0.0,0.0,0.0,-2.0,9.178457,1
9618,series3_parallel2,386.872,1.0,4.1543,1.0114,0.5327,2.4243,5.3992,0.0,0.0,0.0,0.0,0.0,0.0,8.595713,3
6163,parallel5,596.2894,0.25,1.6873,5.2089,5.3583,0.418,0.7233,0.0,0.0,0.0,0.0,0.0,-2.0,9.219869,0
9987,series3_parallel2,122.6584,0.5,2.1671,0.9508,4.1982,2.4949,0.4432,0.0,0.0,0.0,0.0,0.0,-1.0,6.9385023,3
2161,series3_parallel2,189.1722,0.6667,0.7081,0.4532,4.1588,1.0827,0.5061,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.563556,3
9094,series3,152.6228,0.25,1.8339,0.5995,0.4348,4.5937,1.4077,0.0,0.0,0.0,0.0,0.0,-2.0,7.2538266,2
2531,series3,652.6186,2.0,4.1695,3.1379,2.6532,1.9928,4.7134,0.0,0.0,0.0,0.0,0.0,1.0,9.350097,2
6985,series3_parallel2,376.5145,1.0,1.4621,4.0171,0.2558,4.7187,0.8882,0.0,0.0,0.0,0.0,0.0,0.0,8.556561,3
7464,series3,153.0753,0.1667,1.4606,4.0616,0.8369,2.2693,0.4035,0.0,0.0,0.0,0.0,0.0,-2.584674,7.2580976,2
2353,series3,782.0656,0.25,2.8109,0.2626,1.5253,1.6983,1.8852,0.0,0.0,0.0,0.0,0.0,-2.0,9.611146,2
7576,series2x2_parallel1,118.4061,2.0,0.9801,0.5022,5.6543,0.4676,0.6297,0.0,0.0,0.0,0.0,0.0,1.0,6.8875995,1
9897,parallel5,81.9813,0.1667,0.2435,0.3869,2.4982,2.4963,4.1926,0.0,0.0,0.0,0.0,0.0,-2.584674,6.357223,0
8376,series3_parallel2,486.5127,1.0,0.4561,4.9525,0.4278,0.4325,0.2004,0.0,0.0,0.0,0.0,0.0,0.0,8.926333,3
1206,series3_parallel2,214.3246,0.1667,2.836,5.032,4.3208,0.3279,0.4919,0.0,0.0,0.0,0.0,0.0,-2.584674,7.743654,3
2069,parallel5,66.7179,0.3333,4.4791,4.8143,3.3959,1.4636,3.318,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.060002,0
2817,series2x2_parallel1,268.2365,0.125,4.3093,4.624,2.3784,1.1024,1.815,0.0,0.0,0.0,0.0,0.0,-3.0,8.067362,1
1840,series2x2_parallel1,177.7536,1.5,3.2602,3.56,0.2661,1.9334,4.2629,0.0,0.0,0.0,0.0,0.0,0.5849625,7.473735,1
7311,series3_parallel2,264.7923,0.1667,0.3667,4.1019,3.6555,1.7337,1.5377,0.0,0.0,0.0,0.0,0.0,-2.584674,8.0487175,3
3507,parallel5,468.4109,0.125,1.4914,2.6677,0.4846,1.1161,5.9572,0.0,0.0,0.0,0.0,0.0,-3.0,8.871631,0
9450,parallel5,826.3172,0.1667,2.9018,1.4609,1.0282,0.3951,2.2543,0.0,0.0,0.0,0.0,0.0,-2.584674,9.690552,0
7720,series3,153.4272,2.0,2.3913,2.929,3.4722,0.4385,2.5869,0.0,0.0,0.0,0.0,0.0,1.0,7.26141,2
2437,parallel5,224.2311,2.0,5.0215,5.7698,0.3544,1.4664,1.0511,0.0,0.0,0.0,0.0,0.0,1.0,7.8088427,0
9519,series3,196.8551,0.5,3.9187,1.4561,0.8988,2.5127,2.261,0.0,0.0,0.0,0.0,0.0,-1.0,7.6209903,2
4386,series3,197.6224,1.0,0.2553,3.5143,1.6375,4.1102,1.6224,0.0,0.0,0.0,0.0,0.0,0.0,7.6266026,2
4401,series3_parallel2,115.0944,4.0,1.2415,1.3226,4.1539,1.0037,1.2767,0.0,0.0,0.0,0.0,0.0,2.0,6.846674,3
275,series3_parallel2,118.7607,0.3333,4.1642,0.8725,1.4117,2.6139,3.073,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.8919134,3
6333,parallel5,173.1061,0.2,2.662,2.2353,4.6473,1.7607,0.6736,0.0,0.0,0.0,0.0,0.0,-2.321928,7.4355125,0
7006,parallel5,123.4399,0.125,1.0588,0.575,0.8093,3.7947,1.9353,0.0,0.0,0.0,0.0,0.0,-3.0,6.947665,0
4700,series2x2_parallel1,497.8617,0.3333,1.2944,0.2446,0.1633,3.172,0.3274,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.959601,1
3403,series3_parallel2,167.9115,1.0,4.2932,0.5159,2.2765,2.7332,2.916,0.0,0.0,0.0,0.0,0.0,0.0,7.391557,3
9201,parallel5,778.118,0.25,3.6563,4.1319,3.2993,0.5591,1.518,0.0,0.0,0.0,0.0,0.0,-2.0,9.603845,0
4630,series3_parallel2,427.2527,1.0,2.1992,1.3575,2.2746,0.8353,3.9386,0.0,0.0,0.0,0.0,0.0,0.0,8.738946,3
9816,parallel5,208.6353,1.5,1.5834,0.4575,3.7914,3.4575,1.1349,0.0,0.0,0.0,0.0,0.0,0.5849625,7.704839,0
6400,parallel5,435.7935,4.0,1.4593,4.8066,4.1275,2.5664,5.8028,0.0,0.0,0.0,0.0,0.0,2.0,8.767501,0
6630,series3_parallel2,462.45,0.5,5.5372,0.8132,1.8392,5.5404,1.6515,0.0,0.0,0.0,0.0,0.0,-1.0,8.853153,3
7881,series3,110.4894,0.3333,4.2501,1.2808,1.6689,0.3837,5.2381,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.787764,2
584,series2x2_parallel1,192.9169,0.1667,1.6887,2.9242,0.1841,5.82,3.817,0.0,0.0,0.0,0.0,0.0,-2.584674,7.5918355,1
3198,series3,472.4138,0.5,4.1437,4.2756,4.7794,4.8967,0.9538,0.0,0.0,0.0,0.0,0.0,-1.0,8.883907,2
3073,series2x2_parallel1,132.5084,4.0,0.5055,2.5538,2.9894,0.8883,0.1956,0.0,0.0,0.0,0.0,0.0,2.0,7.04994,1
7047,series3,229.5958,3.0,1.4055,2.8519,2.2501,4.4335,2.0482,0.0,0.0,0.0,0.0,0.0,1.5849625,7.8429523,2
2055,series3_parallel2,322.2235,0.2,5.6283,3.1935,3.6296,2.8712,3.6062,0.0,0.0,0.0,0.0,0.0,-2.321928,8.331918,3
569,series2x2_parallel1,90.0483,0.25,5.8923,3.1085,5.6696,3.8575,0.3673,0.0,0.0,0.0,0.0,0.0,-2.0,6.492627,1
8244,series3,159.321,0.25,1.2991,3.2294,0.6353,1.5372,0.1981,0.0,0.0,0.0,0.0,0.0,-2.0,7.3157926,2
9731,series3,698.3393,3.0,2.3372,1.0405,0.4095,1.0982,0.7483,0.0,0.0,0.0,0.0,0.0,1.5849625,9.447784,2
8140,parallel5,606.5718,0.5,3.352,0.2974,1.2092,0.6642,0.5303,0.0,0.0,0.0,0.0,0.0,-1.0,9.2445345,0
1614,parallel5,287.6726,0.1667,2.4483,1.457,0.6041,2.555,1.4271,0.0,0.0,0.0,0.0,0.0,-2.584674,8.168284,0
1011,series3,541.6743,0.6667,0.1916,1.5522,1.7862,1.6299,3.2191,0.0,0.0,0.0,0.0,0.0,-0.58489037,9.081282,2
152,series3_parallel2,292.9401,0.3333,4.8451,5.8151,4.6918,1.3352,3.8466,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.194462,3
6792,series3,246.3284,0.125,0.4808,3.677,1.7043,2.2768,0.8767,0.0,0.0,0.0,0.0,0.0,-3.0,7.944439,2
1679,series3_parallel2,864.5142,0.2,3.9987,0.5852,1.1445,2.8102,5.2654,0.0,0.0,0.0,0.0,0.0,-2.321928,9.755746,3
4521,series2x2_parallel1,864.2001,4.0,4.7789,4.5353,1.0949,3.462,2.4085,0.0,0.0,0.0,0.0,0.0,2.0,9.755221,1
9738,series2x2_parallel1,90.4589,0.2,2.2042,1.2367,5.5565,2.8607,4.1573,0.0,0.0,0.0,0.0,0.0,-2.321928,6.4991903,1
2782,series3,141.4481,0.125,1.7274,0.509,3.5565,5.4761,4.3178,0.0,0.0,0.0,0.0,0.0,-3.0,7.144129,2
5138,series3_parallel2,157.185,0.125,5.8395,1.0751,2.6052,1.1176,0.2059,0.0,0.0,0.0,0.0,0.0,-3.0,7.2963195,3
7848,series2x2_parallel1,451.3103,0.25,3.1305,2.543,3.5025,0.4388,2.4334,0.0,0.0,0.0,0.0,0.0,-2.0,8.817976,1
5522,parallel5,476.4227,0.6667,4.0888,1.0175,3.8772,1.0687,1.382,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.896098,0
661,series3,90.4895,0.5,0.9394,3.9052,0.6018,2.4322,1.7701,0.0,0.0,0.0,0.0,0.0,-1.0,6.4996786,2
4889,series3,739.6982,0.25,2.9375,0.449,1.0746,4.145,5.5617,0.0,0.0,0.0,0.0,0.0,-2.0,9.530793,2
11,series3_parallel2,71.4819,0.6667,3.5537,1.0346,4.2771,0.1851,2.3704,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.1595063,3
8256,parallel5,221.4635,1.0,1.7119,0.2568,4.0576,1.5003,0.5401,0.0,0.0,0.0,0.0,0.0,0.0,7.790925,0
4797,series3_parallel2,125.0187,4.0,1.0441,0.2505,3.5446,5.2875,2.1047,0.0,0.0,0.0,0.0,0.0,2.0,6.966,3
7905,series3,79.8507,4.0,0.7866,2.0471,3.9023,1.3918,1.4482,0.0,0.0,0.0,0.0,0.0,2.0,6.319233,2
8402,parallel5,737.0631,0.125,0.205,1.9455,2.1381,1.8457,0.4891,0.0,0.0,0.0,0.0,0.0,-3.0,9.525644,0
2749,series3_parallel2,370.2023,0.5,4.093,5.5734,2.0834,0.4909,2.2131,0.0,0.0,0.0,0.0,0.0,-1.0,8.53217,3
1544,series2x2_parallel1,128.1215,1.0,0.6094,2.0754,4.3922,1.9704,3.3369,0.0,0.0,0.0,0.0,0.0,0.0,7.001369,1
7191,series2x2_parallel1,741.7202,2.0,2.3693,3.1701,1.943,0.9538,3.052,0.0,0.0,0.0,0.0,0.0,1.0,9.534731,1
4983,series2x2_parallel1,142.4416,1.5,1.4626,4.5505,4.5995,1.1234,2.2702,0.0,0.0,0.0,0.0,0.0,0.5849625,7.154227,1
9770,series3,462.4017,0.3333,1.6803,1.7743,3.9591,4.1459,4.7485,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.853003,2
4907,series2x2_parallel1,219.8405,0.1667,1.9646,4.0536,2.8914,1.6388,0.2046,0.0,0.0,0.0,0.0,0.0,-2.584674,7.7803135,1
3936,series2x2_parallel1,536.5627,3.0,0.2923,3.6411,1.0541,2.1628,1.0365,0.0,0.0,0.0,0.0,0.0,1.5849625,9.067603,1
3366,parallel5,347.7283,0.6667,4.2928,1.6639,0.6044,5.5012,2.5413,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.441816,0
3604,series3_parallel2,191.1779,1.0,3.9245,4.9571,5.4961,3.0123,1.828,0.0,0.0,0.0,0.0,0.0,0.0,7.578772,3
3568,series3_parallel2,289.9253,2.0,1.2631,3.9212,4.9715,4.1699,0.3078,0.0,0.0,0.0,0.0,0.0,1.0,8.179538,3
5164,parallel5,76.5949,0.6667,0.57,0.9771,3.3971,4.856,1.951,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.2591763,0
7557,series2x2_parallel1,228.9111,0.6667,4.1166,5.0835,1.3787,0.8676,1.9554,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.8386436,1
6616,series2x2_parallel1,165.9408,1.0,2.9885,0.7411,0.5448,5.3926,1.0987,0.0,0.0,0.0,0.0,0.0,0.0,7.3745246,1
1611,series3,77.2893,1.5,4.0084,0.3769,0.9565,0.8133,1.9266,0.0,0.0,0.0,0.0,0.0,0.5849625,6.272197,2
3261,series3_parallel2,149.5057,2.0,0.4768,2.3869,1.7802,3.8463,2.5409,0.0,0.0,0.0,0.0,0.0,1.0,7.2240567,3
477,series2x2_parallel1,109.4571,0.1667,0.2883,5.2731,1.72,2.5542,3.5709,0.0,0.0,0.0,0.0,0.0,-2.584674,6.774222,1
2032,series3,88.6007,0.6667,3.7731,1.1981,4.1261,1.219,0.6046,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.4692464,2
