id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head,index_12_head,index_23_head,index_3c_head,index_4c_head,index_5c_head,detune_carrier_head,feedback_head,lfo_rate_head,lfo_depth_cents_head,key_scaling_head,env_mod_attack_head,env_mod_decay_head,env_mod_sustain_head,env_mod_release_head,env_car_attack_head,env_car_decay_head,env_car_sustain_head,env_car_release_head
1851,series3_parallel2,74.5754,0.3333,4.9994,0.7543,2.5144,1.0349,4.0244,2.1534,0.2996,0.2371,1.1826,0.3284,0.0028,0.2385,0.2286,0.055,0.0019,0.1656,0.4012,0.7402,3,-1.5851068,6.220628,4.9994,0.7543,2.5144,1.0349,4.0244,2.1534,0.2996,0.2371,1.1826,0.3284,-8.480357,-2.0679388,0.2286,-4.1844244,-9.039784,-2.5942254,0.4012,-0.43401298
2016,series3_parallel2,806.4758,0.1667,2.7172,1.8634,2.1577,0.2804,1.6696,-3.1914,0.013,0.3958,14.1386,0.3019,0.0094,0.0363,0.5102,0.4982,0.0371,0.1683,0.3577,0.0879,3,-2.584674,9.655487,2.7172,1.8634,2.1577,0.2804,1.6696,-3.1914,0.013,0.3958,14.1386,0.3019,-6.733124,-4.7838864,0.5102,-1.0052031,-4.752437,-2.5708928,0.3577,-3.507993
1756,series3_parallel2,751.1418,0.6667,0.8562,1.2429,0.2622,0.6133,3.3609,-7.7752,0.2406,0.1873,18.4554,0.6254,0.0341,0.1693,0.7545,0.0337,0.0119,0.1797,0.4281,0.0582,3,-0.58489037,9.552941,0.8562,1.2429,0.2622,0.6133,3.3609,-7.7752,0.2406,0.1873,18.4554,0.6254,-4.8740845,-2.562346,0.7545,-4.8911076,-6.3928947,-2.4763377,0.4281,-4.102837
361,series3_parallel2,204.7289,0.1667,3.5265,5.1063,4.3549,0.9882,2.6629,-6.2064,0.0374,8.8474,9.9077,0.765,0.0044,0.0803,0.5548,0.2829,0.0091,0.0589,0.8552,0.1124,3,-2.584674,7.677571,3.5265,5.1063,4.3549,0.9882,2.6629,-6.2064,0.0374,8.8474,9.9077,0.765,-7.828281,-3.638456,0.5548,-1.8216358,-6.7799177,-4.0855885,0.8552,-3.153286
1096,series2x2_parallel1,332.612,1.5,1.7787,0.8818,3.6158,2.7336,4.0368,8.4007,0.0826,4.2577,8.9925,0.1655,0.0639,0.1183,0.3619,0.6315,0.0358,0.3114,0.612,0.5088,1,0.5849625,8.377696,1.7787,0.8818,3.6158,2.7336,4.0368,8.4007,0.0826,4.2577,8.9925,0.1655,-3.9680402,-3.079478,0.3619,-0.6631453,-4.8038964,-1.6831592,0.612,-0.9748293
1269,series3,93.9679,1.5,2.6924,1.3154,3.7082,2.5934,3.4123,-6.6065,0.0837,0.3447,13.3957,0.7202,0.0345,0.0585,0.311,0.0982,0.0415,0.051,0.8923,0.0738,2,0.5849625,6.554096,2.6924,1.3154,3.7082,2.5934,3.4123,-6.6065,0.0837,0.3447,13.3957,0.7202,-4.8572598,-4.0954194,0.311,-3.348133,-4.590745,-4.293359,0.8923,-3.7602353
1223,series3_parallel2,510.2175,0.5,2.5737,2.243,0.3181,0.4402,3.7522,-1.538,0.1843,7.592,11.8103,0.6373,0.0052,0.2553,0.7702,0.0237,0.0022,0.0718,0.8901,0.0408,3,-1.0,8.994968,2.5737,2.243,0.3181,0.4402,3.7522,-1.538,0.1843,7.592,11.8103,0.6373,-7.5872726,-1.9697347,0.7702,-5.398969,-8.82828,-3.7998724,0.8901,-4.615287
1610,parallel5,390.4442,0.3333,0.6531,2.419,0.527,0.3639,1.4258,11.3066,0.049,8.6575,2.5171,0.3656,0.0073,0.4147,0.3494,0.1521,0.023,0.0934,0.7836,0.1782,0,-1.5851068,8.608973,0.6531,2.419,0.527,0.3639,1.4258,11.3066,0.049,8.6575,2.5171,0.3656,-7.097888,-1.26986,0.3494,-2.716908,-5.442222,-3.4204335,0.7836,-2.4884307
497,series2x2_parallel1,141.3858,0.5,2.9119,2.2898,3.8313,1.7189,1.9697,9.0948,0.2722,5.8505,20.5633,0.3256,0.0039,0.2491,0.1806,0.1668,0.013,0.092,0.7966,0.0576,1,-1.0,7.1434937,2.9119,2.2898,3.8313,1.7189,1.9697,9.0948,0.2722,5.8505,20.5633,0.3256,-8.00231,-2.005203,0.1806,-2.5838087,-6.2653446,-3.4422224,0.7966,-4.1177874
1458,series3_parallel2,341.6157,1.0,2.8862,3.9418,1.6382,3.4022,3.1442,8.2624,0.2018,3.871,11.8982,0.5173,0.0367,0.041,0.4533,0.2493,0.0042,0.0516,0.5428,0.1321,3,0.0,8.41623,2.8862,3.9418,1.6382,3.4022,3.1442,8.2624,0.2018,3.871,11.8982,0.5173,-4.768076,-4.608232,0.4533,-2.0040452,-7.895395,-4.276485,0.5428,-2.9202976
676,series3,75.1234,3.0,1.3748,2.2004,1.5102,4.9237,2.9377,-10.1257,0.1769,7.661,8.969,0.0014,0.0684,0.1268,0.2847,0.3436,0.0077,0.2721,0.7281,0.5676,2,1.5849625,6.23119,1.3748,2.2004,1.5102,4.9237,2.9377,-10.1257,0.1769,7.661,8.969,0.0014,-3.8698597,-2.9793735,0.2847,-1.541198,-7.020926,-1.8777912,0.7281,-0.8170535
486,parallel5,96.153,0.125,3.2571,1.7574,0.8754,1.027,1.0979,4.3601,0.4436,0.9527,7.6374,0.5437,0.0071,0.1913,0.5001,0.0511,0.0039,0.0594,0.6289,0.4201,0,-3.0,6.58726,3.2571,1.7574,0.8754,1.027,1.0979,4.3601,0.4436,0.9527,7.6374,0.5437,-7.137965,-2.3860912,0.5001,-4.290533,-8.00231,-4.0733933,0.6289,-1.2511953
984,parallel5,523.0051,1.5,1.3654,2.6707,1.6507,0.3603,0.4999,-11.8751,0.0716,4.5282,18.8855,0.5861,0.0082,0.0924,0.5432,0.2249,0.0273,0.0769,0.8519,0.0464,0,0.5849625,9.030682,1.3654,2.6707,1.6507,0.3603,0.4999,-11.8751,0.0716,4.5282,18.8855,0.5861,-6.9301605,-3.4359634,0.5432,-2.1526444,-5.1949553,-3.7008727,0.8519,-4.4297314
902,series2x2_parallel1,110.4697,2.0,5.6211,1.5043,3.0038,2.1109,0.6197,-8.9714,0.2356,3.8647,6.166,0.5273,0.0139,0.0522,0.6224,0.118,0.0304,0.1485,0.2005,0.1033,1,1.0,6.787507,5.6211,1.5043,3.0038,2.1109,0.6197,-8.9714,0.2356,3.8647,6.166,0.5273,-6.1687713,-4.259806,0.6224,-3.0831413,-5.039785,-2.7514653,0.2005,-3.2750878
93,parallel5,101.7541,3.0,0.3644,5.3761,0.9483,0.83,3.0442,-11.3388,0.0294,8.1446,21.7505,0.5641,0.0093,0.1153,0.8283,0.1041,0.0142,0.0728,0.5111,0.1503,0,1.5849625,6.668943,0.3644,5.3761,0.9483,0.83,3.0442,-11.3388,0.0294,8.1446,21.7505,0.5641,-6.7485538,-3.1165357,0.8283,-3.263958,-6.137965,-3.7799177,0.5111,-2.7340832
1793,parallel5,151.5044,0.3333,1.0197,0.6502,4.1774,0.2508,1.2603,-2.1261,0.0008,7.3338,4.0394,0.3926,0.0032,0.1128,0.7709,0.3954,0.0381,0.046,0.7234,0.052,0,-1.5851068,7.243216,1.0197,0.6502,4.1774,0.2508,1.2603,-2.1261,0.0008,7.3338,4.0394,0.3926,-8.287712,-3.148161,0.7709,-1.3386153,-4.714065,-4.442222,0.7234,-4.2653446
1007,parallel5,138.4216,0.2,1.4612,3.6975,2.0933,0.5347,1.6952,2.4832,0.4031,5.8231,10.1843,0.7948,0.0762,0.1413,0.8768,0.1977,0.0357,0.1269,0.1381,0.04,0,-2.321928,7.112925,1.4612,3.6975,2.0933,0.5347,1.6952,2.4832,0.4031,5.8231,10.1843,0.7948,-3.714065,-2.8231666,0.8768,-2.3386152,-4.807932,-2.978236,0.1381,-4.643856
729,series3_parallel2,73.551,2.0,0.257,0.3443,2.282,1.5725,2.9865,-11.7469,0.1448,7.6359,20.177,0.6087,0.0515,0.1271,0.2589,0.0497,0.0951,0.4245,0.3309,0.3784,3,1.0,6.200673,0.257,0.3443,2.282,1.5725,2.9865,-11.7469,0.1448,7.6359,20.177,0.6087,-4.2792835,-2.975964,0.2589,-4.3306103,-3.3944108,-1.2361636,0.3309,-1.402016
764,parallel5,68.3492,0.3333,1.4592,1.2957,5.6339,1.1667,0.2192,-11.4595,0.3084,7.1507,7.2398,0.4708,0.006,0.0379,0.2408,0.0229,0.0546,0.3763,0.2215,0.0863,0,-1.5851068,6.0948524,1.4592,1.2957,5.6339,1.1667,0.2192,-11.4595,0.3084,7.1507,7.2398,0.4708,-7.3808217,-4.721658,0.2408,-5.4485087,-4.1949553,-1.4100448,0.2215,-3.5344956
944,series3_parallel2,879.0426,0.3333,3.6407,2.404,3.2032,2.2649,1.3002,7.5877,0.443,0.3798,19.1699,0.2905,0.0754,0.4614,0.2539,0.0893,0.0713,0.1101,0.4475,0.0879,3,-1.5851068,9.779789,3.6407,2.404,3.2032,2.2649,1.3002,7.5877,0.443,0.3798,19.1699,0.2905,-3.7292917,-1.11591,0.2539,-3.485196,-3.8099542,-3.1831136,0.4475,-3.507993
520,parallel5,177.7923,0.5,4.2479,2.3928,1.0026,4.146,1.8998,4.0668,0.008,5.0375,12.5291,0.4451,0.0037,0.0454,0.7079,0.0331,0.0808,0.2339,0.6736,0.0311,0,-1.0,7.474049,4.2479,2.3928,1.0026,4.146,1.8998,4.0668,0.008,5.0375,12.5291,0.4451,-8.078259,-4.461164,0.7079,-4.917025,-3.6295009,-2.0960362,0.6736,-5.006942
1917,series3,682.4085,3.0,0.4471,2.43,3.1686,3.2701,1.2825,9.2787,0.286,1.6149,4.0809,0.397,0.0044,0.4063,0.2425,0.1132,0.0149,0.3758,0.8226,0.1177,2,1.5849625,9.414492,0.4471,2.43,3.1686,3.2701,1.2825,9.2787,0.286,1.6149,4.0809,0.397,-7.828281,-1.2993827,0.2425,-3.143054,-6.068544,-1.411963,0.8226,-3.0868137
847,series2x2_parallel1,301.6399,0.3333,4.7393,0.5674,1.594,1.8504,5.573,5.2924,0.0509,3.8306,3.1934,0.3657,0.0137,0.0484,0.4953,0.0475,0.0351,0.1192,0.2024,0.0569,1,-1.5851068,8.236684,4.7393,0.5674,1.594,1.8504,5.573,5.2924,0.0509,3.8306,3.1934,0.3657,-6.18968,-4.3688493,0.4953,-4.395929,-4.832385,-3.068544,0.2024,-4.1354275
1078,series3,345.3772,4.0,2.2564,3.9068,1.8418,1.3423,1.5639,10.4412,0.2484,5.6242,10.8875,0.2343,0.006,0.0563,0.6403,0.3936,0.0997,0.5887,0.7088,0.1264,2,2.0,8.432029,2.2564,3.9068,1.8418,1.3423,1.5639,10.4412,0.2484,5.6242,10.8875,0.2343,-7.3808217,-4.150721,0.6403,-1.3451979,-3.3262627,-0.7643955,0.7088,-2.9839318
1739,parallel5,172.7931,0.125,1.062,1.0386,2.5983,0.3968,2.5314,11.219,0.059,7.3137,5.443,0.0266,0.0038,0.4059,0.6007,0.0634,0.0016,0.2714,0.2775,0.3423,0,-3.0,7.432902,1.062,1.0386,2.5983,0.3968,2.5314,11.219,0.059,7.3137,5.443,0.0266,-8.039784,-1.3008038,0.6007,-3.9793735,-9.287712,-1.8815074,0.2775,-1.5466669
762,parallel5,352.2932,0.6667,2.8735,0.7761,1.6118,0.798,4.3836,9.9364,0.2991,4.2446,9.8655,0.0551,0.014,0.0693,0.4598,0.0287,0.0019,0.1603,0.9371,0.0669,0,-0.58489037,8.460633,2.8735,0.7761,1.6118,0.798,4.3836,9.9364,0.2991,4.2446,9.8655,0.0551,-6.158429,-3.8510008,0.4598,-5.1228056,-9.039784,-2.6411536,0.9371,-3.90185
210,series2x2_parallel1,608.9331,1.0,2.7771,2.1696,3.944,4.4761,5.845,-5.2802,0.216,2.2095,8.1381,0.5097,0.0673,0.141,0.4249,0.5923,0.1186,0.4617,0.7585,0.2075,1,0.0,9.25014,2.7771,2.1696,3.944,4.4761,5.845,-5.2802,0.216,2.2095,8.1381,0.5097,-3.8932498,-2.826233,0.4249,-0.75560004,-3.075824,-1.1149724,0.7585,-2.2688167
157,series3,114.0,0.5,2.0713,1.7414,2.0045,0.5471,2.8064,10.7573,0.1835,7.5294,15.3074,0.5152,0.0041,0.0508,0.7426,0.4053,0.0143,0.1694,0.9041,0.1183,2,-1.0,6.83289,2.0713,1.7414,2.0045,0.5471,2.8064,10.7573,0.1835,7.5294,15.3074,0.5152,-7.9301605,-4.299028,0.7426,-1.302938,-6.127841,-2.561494,0.9041,-3.079478
105,series3,334.8077,0.2,3.5769,1.4669,3.6953,1.4582,2.1295,1.8133,0.1222,8.4522,16.2047,0.0987,0.0541,0.3687,0.7572,0.0742,0.0148,0.1368,0.7959,0.1359,2,-2.321928,8.387189,3.5769,1.4669,3.6953,1.4582,2.1295,1.8133,0.1222,8.4522,16.2047,0.0987,-4.2082276,-1.4394807,0.7572,-3.752437,-6.078259,-2.8698597,0.7959,-2.8793826
1054,parallel5,107.4251,1.5,1.9793,5.5483,1.185,5.8241,5.4824,5.8462,0.4018,0.0348,13.4336,0.4864,0.0203,0.0429,0.5587,0.4288,0.0077,0.0443,0.7158,0.2104,0,0.5849625,6.747187,1.9793,5.5483,1.185,5.8241,5.4824,5.8462,0.4018,0.0348,13.4336,0.4864,-5.6223764,-4.5428786,0.5587,-1.2216233,-7.020926,-4.4965496,0.7158,-2.2487934
929,series3,482.9278,0.2,3.1494,2.617,2.4595,2.8528,3.0865,4.0507,0.3132,4.804,5.4893,0.0957,0.0161,0.1645,0.2349,0.3924,0.0114,0.1318,0.2949,0.0558,2,-2.321928,8.915664,3.1494,2.617,2.4595,2.8528,3.0865,4.0507,0.3132,4.804,5.4893,0.0957,-5.956795,-2.6038406,0.2349,-1.349603,-6.4548225,-2.9235778,0.2949,-4.163591
1844,series3_parallel2,71.6971,2.0,4.6763,3.1824,2.518,0.395,2.1114,-4.3124,0.228,6.9053,16.9128,0.3496,0.0064,0.0325,0.7546,0.1307,0.0013,0.0912,0.2553,0.0439,3,1.0,6.1638427,4.6763,3.1824,2.518,0.395,2.1114,-4.3124,0.228,6.9053,16.9128,0.3496,-7.2877126,-4.9434166,0.7546,-2.935669,-9.587273,-3.4548223,0.2553,-4.509635
37,parallel5,327.7025,1.0,1.3901,3.3187,1.2258,1.9906,2.4196,-2.8329,0.3017,1.951,9.5802,0.1786,0.0271,0.0379,0.56,0.1596,0.0082,0.3951,0.8345,0.1357,0,0.0,8.356243,1.3901,3.3187,1.2258,1.9906,2.4196,-2.8329,0.3017,1.951,9.5802,0.1786,-5.2055635,-4.721658,0.56,-2.6474674,-6.9301605,-1.3397102,0.8345,-2.8815074
1476,series2x2_parallel1,93.2994,4.0,1.987,4.6299,1.4212,4.0415,4.7835,9.8841,0.0696,1.5493,7.6242,0.1307,0.074,0.5498,0.7335,0.107,0.0021,0.1665,0.5592,0.2766,1,2.0,6.543796,1.987,4.6299,1.4212,4.0415,4.7835,9.8841,0.0696,1.5493,7.6242,0.1307,-3.756331,-0.86302125,0.7335,-3.2243173,-8.895395,-2.586406,0.5592,-1.8541269
1775,series3,210.9394,0.25,3.342,3.5819,4.6478,0.981,1.8579,9.0402,0.4186,1.7428,6.8312,0.2647,0.0787,0.5299,0.7943,0.0792,0.0034,0.5025,0.1214,0.0755,2,-2.0,7.720685,3.342,3.5819,4.6478,0.981,1.8579,9.0402,0.4186,1.7428,6.8312,0.2647,-3.6674926,-0.9162079,0.7943,-3.6583557,-8.20025,-0.9928045,0.1214,-3.7273796
1517,series3,250.3903,1.5,0.9389,1.7387,5.8388,1.6955,2.6315,-1.6873,0.3611,2.4104,11.0102,0.7038,0.004,0.2808,0.5285,0.3452,0.0014,0.2713,0.8177,0.4402,2,0.5849625,7.9680347,0.9389,1.7387,5.8388,1.6955,2.6315,-1.6873,0.3611,2.4104,11.0102,0.7038,-7.965784,-1.8323851,0.5285,-1.5344956,-9.480357,-1.8820391,0.8177,-1.183769
959,series3,66.1525,0.5,2.6146,5.091,1.995,3.5304,1.9607,-5.2172,0.2936,1.852,16.3854,0.0147,0.0643,0.0365,0.8499,0.1013,0.0133,0.1856,0.2321,0.0456,2,-1.0,6.047724,2.6146,5.091,1.995,3.5304,1.9607,-5.2172,0.2936,1.852,16.3854,0.0147,-3.9590375,-4.77596,0.8499,-3.303294,-6.23243,-2.4297314,0.2321,-4.4548225
1619,series3_parallel2,232.9843,0.6667,2.9216,3.4354,1.4902,2.9688,4.7722,11.4014,0.1307,8.0195,8.1653,0.577,0.0032,0.1086,0.8254,0.0896,0.0272,0.0579,0.1404,0.2106,3,-0.58489037,7.864089,2.9216,3.4354,1.4902,2.9688,4.7722,11.4014,0.1307,8.0195,8.1653,0.577,-8.287712,-3.202904,0.8254,-3.4803576,-5.2002497,-4.110293,0.1404,-2.2474227
541,series3_parallel2,86.9843,1.5,0.5311,2.5685,2.1631,3.966,1.0544,-2.288,0.3528,3.5358,1.5574,0.4032,0.0728,0.1704,0.1957,0.058,0.0057,0.0779,0.6379,0.0443,3,0.5849625,6.442683,0.5311,2.5685,2.1631,3.966,1.0544,-2.288,0.3528,3.5358,1.5574,0.4032,-3.7799177,-2.5530028,0.1957,-4.1078033,-7.4548225,-3.6822329,0.6379,-4.4965496
396,series3_parallel2,90.8274,0.3333,3.9627,2.6576,0.4493,4.7629,0.5181,-4.4022,0.3528,1.5586,3.0728,0.1719,0.0499,0.0413,0.522,0.0759,0.0399,0.0524,0.3684,0.4559,3,-1.5851068,6.505056,3.9627,2.6576,0.4493,4.7629,0.5181,-4.4022,0.3528,1.5586,3.0728,0.1719,-4.324816,-4.5977144,0.522,-3.7197564,-4.6474676,-4.254289,0.3684,-1.1332107
946,parallel5,91.409,0.6667,3.0359,0.711,0.7466,1.075,1.2563,-0.1901,0.1686,7.1182,11.8279,0.3725,0.0021,0.4881,0.5335,0.0397,0.0107,0.0734,0.1935,0.6518,0,-0.58489037,6.514264,3.0359,0.711,0.7466,1.075,1.2563,-0.1901,0.1686,7.1182,11.8279,0.3725,-8.895395,-1.0347514,0.5335,-4.654717,-6.546245,-3.7680762,0.1935,-0.61749876
1804,series3_parallel2,383.1345,0.1667,0.4123,5.503,5.3553,2.4941,1.5545,-7.699,0.0532,6.9843,7.512,0.5415,0.0061,0.0322,0.4179,0.0257,0.0281,0.5994,0.9369,0.7277,3,-2.584674,8.581707,0.4123,5.503,5.3553,2.4941,1.5545,-7.699,0.0532,6.9843,7.512,0.5415,-7.356975,-4.956795,0.4179,-5.282088,-5.153286,-0.73840904,0.9369,-0.45858428
141,parallel5,162.0178,1.5,0.1515,2.7884,4.4389,2.5182,1.2332,-10.0561,0.1393,0.1496,8.815,0.2522,0.0044,0.2329,0.7833,0.1585,0.0784,0.1246,0.9442,0.6671,0,0.5849625,7.3400087,0.1515,2.7884,4.4389,2.5182,1.2332,-10.0561,0.1393,0.1496,8.815,0.2522,-7.828281,-2.1022174,0.7833,-2.6574452,-3.6730025,-3.0046241,0.9442,-0.584025
1188,series3_parallel2,189.2153,1.5,5.0803,2.9016,5.0021,1.486,4.1884,-3.4574,0.2488,8.71,4.6133,0.301,0.004,0.431,0.8264,0.0851,0.0087,0.1416,0.6438,0.1593,3,0.5849625,7.5638847,5.0803,2.9016,5.0021,1.486,4.1884,-3.4574,0.2488,8.71,4.6133,0.301,-7.965784,-1.2142402,0.8264,-3.554697,-6.844769,-2.8201067,0.6438,-2.6501818
2014,series3,174.2126,1.0,3.0714,1.0617,0.3896,4.6954,1.9432,11.2147,0.1531,4.8748,18.2806,0.0816,0.0069,0.1636,0.7486,0.059,0.0069,0.2537,0.3255,0.2246,2,0.0,7.444705,3.0714,1.0617,0.3896,4.6954,1.9432,11.2147,0.1531,4.8748,18.2806,0.0816,-7.179188,-2.6117554,0.7486,-4.0831413,-7.179188,-1.9788046,0.3255,-2.15457
289,series3_parallel2,125.0043,4.0,1.4762,2.4998,3.7623,3.5433,0.3229,-11.788,0.424,0.6719,8.5473,0.2679,0.0046,0.071,0.2642,0.1902,0.008,0.0629,0.764,0.1184,3,2.0,6.965834,1.4762,2.4998,3.7623,3.5433,0.3229,-11.788,0.424,0.6719,8.5473,0.2679,-7.7641506,-3.8160372,0.2642,-2.3944108,-6.965784,-3.990796,0.764,-3.078259
907,series3_parallel2,243.305,0.6667,5.1088,3.4832,5.9416,1.5961,2.1881,11.8647,0.1781,8.2906,5.4256,0.0481,0.0218,0.3229,0.6121,0.0299,0.0037,0.1904,0.3907,0.0843,3,-0.58489037,7.926622,5.1088,3.4832,5.9416,1.5961,2.1881,11.8647,0.1781,8.2906,5.4256,0.0481,-5.519528,-1.6308407,0.6121,-5.0637107,-8.078259,-2.3928945,0.3907,-3.5683236
1331,series3_parallel2,180.6784,3.0,0.8592,4.1359,3.8415,1.1349,0.3929,7.8851,0.4164,7.1088,11.9979,0.1871,0.0128,0.0581,0.4526,0.0598,0.0697,0.0402,0.3293,0.5662,3,1.5849625,7.49728,0.8592,4.1359,3.8415,1.1349,0.3929,7.8851,0.4164,7.1088,11.9979,0.1871,-6.2877126,-4.105318,0.4526,-4.0637107,-3.8426974,-4.6366606,0.3293,-0.8206163
352,series2x2_parallel1,351.6795,1.0,0.4534,0.9373,0.2184,4.1896,1.2903,-5.5303,0.0279,1.1916,12.9801,0.0765,0.0025,0.0401,0.7168,0.5758,0.0594,0.2125,0.6256,0.4037,1,0.0,8.4581175,0.4534,0.9373,0.2184,4.1896,1.2903,-5.5303,0.0279,1.1916,12.9801,0.0765,-8.643856,-4.640254,0.7168,-0.7963603,-4.0733933,-2.2344651,0.6256,-1.3086445
691,series3,624.3482,3.0,3.5347,4.9249,3.4964,5.054,1.4827,-10.462,0.2502,1.3935,9.3695,0.0965,0.0025,0.1912,0.7265,0.0453,0.0053,0.0435,0.9048,0.2477,2,1.5849625,9.286207,3.5347,4.9249,3.4964,5.054,1.4827,-10.462,0.2502,1.3935,9.3695,0.0965,-8.643856,-2.3868456,0.7265,-4.464345,-7.559792,-4.522841,0.9048,-2.0133343
