id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,algorithm_idx,algorithm_prefix_idx,algorithm_suffix_idx
2537,series3,105.8897,1.0,2.239,0.18,2.3877,2.8956,2.7572,0.0,0.0,0.0,0.0,0.0,2,2,0
581,series3,435.9025,0.3333,2.3971,3.6212,0.449,2.9879,0.297,0.0,0.0,0.0,0.0,0.0,2,2,0
1687,series2x2_parallel1,472.6268,1.0,0.7783,0.6402,0.7791,2.2915,0.6398,0.0,0.0,0.0,0.0,0.0,1,1,1
3088,series2x2_parallel1,823.8123,1.0,2.3218,4.1318,0.2461,2.8655,4.0728,0.0,0.0,0.0,0.0,0.0,1,1,1
2693,series3,132.661,0.1667,5.5935,2.6317,3.8331,0.2758,1.6763,0.0,0.0,0.0,0.0,0.0,2,2,0
2018,series2x2_parallel1,387.9502,0.3333,1.081,0.7063,0.3219,1.8891,3.9984,0.0,0.0,0.0,0.0,0.0,1,1,1
1459,series3,594.2409,0.125,1.3047,0.45,3.3773,3.4353,1.7698,0.0,0.0,0.0,0.0,0.0,2,2,0
3502,series3_parallel2,119.8859,3.0,0.9587,1.7245,1.8434,2.6847,3.1009,0.0,0.0,0.0,0.0,0.0,3,2,2
787,series3_parallel2,749.2605,4.0,0.9354,0.4256,3.5488,5.0812,5.6323,0.0,0.0,0.0,0.0,0.0,3,2,2
2840,series3,741.5611,1.0,2.6913,5.2154,0.5518,5.6234,1.488,0.0,0.0,0.0,0.0,0.0,2,2,0
523,parallel5,151.4116,0.3333,2.7931,0.3982,0.48,0.5546,3.6307,0.0,0.0,0.0,0.0,0.0,0,0,3
613,parallel5,396.4497,4.0,1.2505,1.3809,2.1741,1.4401,0.8286,0.0,0.0,0.0,0.0,0.0,0,0,3
607,series2x2_parallel1,209.772,0.125,3.4389,2.6284,5.019,4.4756,2.6643,0.0,0.0,0.0,0.0,0.0,1,1,1
3224,series3,133.6217,0.5,0.5356,1.7554,5.1235,2.8555,1.5957,0.0,0.0,0.0,0.0,0.0,2,2,0
3808,series3_parallel2,163.6385,0.125,1.5695,5.5009,2.2901,0.9637,2.7545,0.0,0.0,0.0,0.0,0.0,3,2,2
2616,series2x2_parallel1,190.9574,0.2,0.6418,3.2098,1.2806,1.6107,0.684,0.0,0.0,0.0,0.0,0.0,1,1,1
2382,series2x2_parallel1,85.0972,2.0,3.7081,2.2577,0.4663,2.1994,3.1183,0.0,0.0,0.0,0.0,0.0,1,1,1
3535,series3_parallel2,329.145,1.0,3.4814,2.256,3.0145,4.9972,5.3087,0.0,0.0,0.0,0.0,0.0,3,2,2
3589,parallel5,163.9987,0.125,3.6054,1.7305,1.5108,2.7743,2.131,0.0,0.0,0.0,0.0,0.0,0,0,3
84,series3_parallel2,330.216,0.6667,1.7451,2.2493,1.3826,3.8919,1.0317,0.0,0.0,0.0,0.0,0.0,3,2,2
3515,parallel5,67.4601,3.0,0.2686,1.3222,1.9799,1.8057,5.1265,0.0,0.0,0.0,0.0,0.0,0,0,3
1696,parallel5,852.5663,0.3333,1.3673,3.0829,1.7018,4.9788,3.3164,0.0,0.0,0.0,0.0,0.0,0,0,3
658,parallel5,287.172,0.125,3.799,3.928,2.6663,1.1831,3.9225,0.0,0.0,0.0,0.0,0.0,0,0,3
3619,parallel5,163.3341,0.3333,3.9844,2.4791,3.7838,4.7049,2.0461,0.0,0.0,0.0,0.0,0.0,0,0,3
2346,series3,399.6218,4.0,4.9664,2.1569,2.0686,0.8434,2.254,0.0,0.0,0.0,0.0,0.0,2,2,0
2192,series2x2_parallel1,406.8335,0.125,3.1697,1.0535,4.8468,0.2969,0.2308,0.0,0.0,0.0,0.0,0.0,1,1,1
880,series3_parallel2,151.3759,2.0,3.0155,2.8795,0.6428,0.963,0.7065,0.0,0.0,0.0,0.0,0.0,3,2,2
1907,series3,239.6871,1.5,1.1299,1.4688,5.3816,0.5511,2.7783,0.0,0.0,0.0,0.0,0.0,2,2,0
2300,series3_parallel2,272.2066,0.6667,1.5603,1.0847,1.0187,2.5343,4.8912,0.0,0.0,0.0,0.0,0.0,3,2,2
3975,series3,387.4368,4.0,3.1222,3.9977,1.9276,0.2253,1.3801,0.0,0.0,0.0,0.0,0.0,2,2,0
2434,series2x2_parallel1,281.4423,0.5,5.7576,2.7116,2.1353,1.5466,0.4093,0.0,0.0,0.0,0.0,0.0,1,1,1
1379,series3_parallel2,340.4884,1.0,2.1177,3.0964,3.7988,0.4136,4.0556,0.0,0.0,0.0,0.0,0.0,3,2,2
2924,series3_parallel2,237.1825,4.0,2.2527,1.2234,0.9586,1.6485,1.6282,0.0,0.0,0.0,0.0,0.0,3,2,2
785,series3_parallel2,78.5362,0.6667,4.1422,0.3739,2.3243,0.5732,4.9364,0.0,0.0,0.0,0.0,0.0,3,2,2
2533,parallel5,89.1617,1.5,2.2575,3.2055,3.349,2.2884,5.2844,0.0,0.0,0.0,0.0,0.0,0,0,3
862,series3,243.7967,0.25,0.3645,4.8079,3.0293,3.3534,0.8956,0.0,0.0,0.0,0.0,0.0,2,2,0
518,series2x2_parallel1,222.3276,1.0,2.5287,0.7006,1.3796,0.8517,0.8383,0.0,0.0,0.0,0.0,0.0,1,1,1
3505,series3,234.7823,0.25,0.1549,1.8801,0.4741,1.1907,4.2522,0.0,0.0,0.0,0.0,0.0,2,2,0
446,series3,518.3742,3.0,3.6385,1.4238,2.4654,3.8912,2.9362,0.0,0.0,0.0,0.0,0.0,2,2,0
3010,series3,371.5572,3.0,4.1507,4.9393,1.1687,4.2774,0.2536,0.0,0.0,0.0,0.0,0.0,2,2,0
3749,parallel5,139.7865,0.2,4.5622,4.51,4.4456,1.4526,0.5537,0.0,0.0,0.0,0.0,0.0,0,0,3
3678,series2x2_parallel1,73.4443,0.5,2.6032,1.7274,3.279,4.1983,0.2842,0.0,0.0,0.0,0.0,0.0,1,1,1
3225,parallel5,685.2048,1.0,1.1721,4.2676,0.5905,0.7298,2.9917,0.0,0.0,0.0,0.0,0.0,0,0,3
99,series3_parallel2,204.0774,0.5,1.4189,1.4851,0.9833,0.7645,2.6655,0.0,0.0,0.0,0.0,0.0,3,2,2
1802,series3,137.8643,1.0,0.8856,3.7973,3.7923,1.4391,3.1668,0.0,0.0,0.0,0.0,0.0,2,2,0
2712,series3,121.5802,0.25,1.3718,4.9148,3.0895,0.4484,3.808,0.0,0.0,0.0,0.0,0.0,2,2,0
3336,series2x2_parallel1,154.4345,1.5,2.3705,3.4884,1.0731,3.3283,3.3477,0.0,0.0,0.0,0.0,0.0,1,1,1
3665,series2x2_parallel1,217.1976,0.3333,0.8252,2.1154,1.1384,3.7695,1.2602,0.0,0.0,0.0,0.0,0.0,1,1,1
615,series3,81.2729,2.0,1.5727,1.5568,1.638,0.3985,1.5371,0.0,0.0,0.0,0.0,0.0,2,2,0
1992,series3,840.8951,0.2,1.273,4.1747,2.3364,3.6206,4.1318,0.0,0.0,0.0,0.0,0.0,2,2,0
3053,parallel5,107.3061,0.1667,1.4633,4.0031,3.567,0.2488,0.2659,0.0,0.0,0.0,0.0,0.0,0,0,3
2113,series2x2_parallel1,144.6138,1.0,5.7475,1.9827,2.1993,1.8531,0.7106,0.0,0.0,0.0,0.0,0.0,1,1,1
1343,series3_parallel2,66.9061,1.5,2.6029,3.3595,2.7241,0.5397,1.6058,0.0,0.0,0.0,0.0,0.0,3,2,2
688,parallel5,298.9026,0.2,1.6026,1.6692,3.7229,0.9334,2.0377,0.0,0.0,0.0,0.0,0.0,0,0,3
2573,series2x2_parallel1,389.6849,0.6667,0.7103,3.9328,0.6851,0.2758,2.0203,0.0,0.0,0.0,0.0,0.0,1,1,1
3786,series2x2_parallel1,97.4402,3.0,5.0789,0.5076,4.4192,1.2671,2.1482,0.0,0.0,0.0,0.0,0.0,1,1,1
2093,series3_parallel2,87.9319,0.5,0.1928,0.2924,2.2892,0.5193,1.1269,0.0,0.0,0.0,0.0,0.0,3,2,2
3526,series3_parallel2,722.526,0.125,5.6988,0.2813,4.8297,3.8861,3.8095,0.0,0.0,0.0,0.0,0.0,3,2,2
41,series3,152.0328,0.6667,3.8721,3.9634,1.2983,4.1658,0.794,0.0,0.0,0.0,0.0,0.0,2,2,0
463,parallel5,402.365,0.3333,3.7917,2.0178,2.4197,1.8755,1.2362,0.0,0.0,0.0,0.0,0.0,0,0,3
52,parallel5,771.8553,0.25,4.6533,4.6285,1.481,1.1141,1.3848,0.0,0.0,0.0,0.0,0.0,0,0,3
286,series2x2_parallel1,326.1402,0.6667,0.4531,3.1423,3.7597,2.5517,3.7854,0.0,0.0,0.0,0.0,0.0,1,1,1
3188,series3_parallel2,97.405,0.125,1.8375,3.9219,2.0875,0.7182,1.5239,0.0,0.0,0.0,0.0,0.0,3,2,2
50,series3_parallel2,102.8141,1.5,4.1131,1.8478,2.0014,3.8812,4.9326,0.0,0.0,0.0,0.0,0.0,3,2,2
3560,series2x2_parallel1,100.7948,0.3333,0.9202,4.0784,3.9901,3.5613,2.5033,0.0,0.0,0.0,0.0,0.0,1,1,1
2767,series3_parallel2,500.5099,0.25,3.8266,4.2319,2.9931,1.8642,0.6387,0.0,0.0,0.0,0.0,0.0,3,2,2
1113,series3_parallel2,640.0613,3.0,0.5121,0.9229,1.2922,2.8267,4.0388,0.0,0.0,0.0,0.0,0.0,3,2,2
1258,parallel5,272.7498,0.3333,2.9126,1.2533,0.5218,3.6935,3.8736,0.0,0.0,0.0,0.0,0.0,0,0,3
1181,series2x2_parallel1,139.2963,1.5,2.9918,2.8625,0.4183,3.2132,0.6621,0.0,0.0,0.0,0.0,0.0,1,1,1
1775,series3_parallel2,379.1953,3.0,4.0212,3.4956,1.1924,1.8382,0.6253,0.0,0.0,0.0,0.0,0.0,3,2,2
1170,series3_parallel2,310.9855,0.25,0.309,2.3562,0.1601,4.1267,1.3523,0.0,0.0,0.0,0.0,0.0,3,2,2
2995,parallel5,165.0318,3.0,1.111,1.6394,1.8728,0.6834,0.8029,0.0,0.0,0.0,0.0,0.0,0,0,3
3359,series3_parallel2,251.829,2.0,3.5132,1.3003,4.058,0.2351,1.1791,0.0,0.0,0.0,0.0,0.0,3,2,2
2366,series2x2_parallel1,527.5503,1.5,0.7119,5.6402,1.6429,3.9102,2.8542,0.0,0.0,0.0,0.0,0.0,1,1,1
407,series3_parallel2,356.6165,0.6667,2.8775,1.0894,2.1007,3.6635,1.1148,0.0,0.0,0.0,0.0,0.0,3,2,2
755,series2x2_parallel1,145.588,0.1667,3.1168,1.7716,3.8473,0.5453,3.7066,0.0,0.0,0.0,0.0,0.0,1,1,1
3258,series2x2_parallel1,672.4026,0.125,4.4943,0.1889,2.191,0.5561,0.1927,0.0,0.0,0.0,0.0,0.0,1,1,1
770,series3,787.3269,4.0,3.0232,4.2095,2.456,3.663,1.0535,0.0,0.0,0.0,0.0,0.0,2,2,0
3328,series3,65.3382,0.1667,1.459,5.562,2.1839,1.9073,1.5164,0.0,0.0,0.0,0.0,0.0,2,2,0
3843,series2x2_parallel1,75.0802,0.6667,0.3999,5.4473,2.7349,1.0353,2.0665,0.0,0.0,0.0,0.0,0.0,1,1,1
3494,series2x2_parallel1,93.7598,2.0,4.7301,3.8731,2.015,2.4393,0.5006,0.0,0.0,0.0,0.0,0.0,1,1,1
1703,series3_parallel2,119.7225,4.0,3.2064,2.0968,2.4683,3.249,1.6528,0.0,0.0,0.0,0.0,0.0,3,2,2
2915,series3,605.5659,0.25,2.8368,1.8826,3.0047,1.5296,0.5483,0.0,0.0,0.0,0.0,0.0,2,2,0
334,series3_parallel2,85.4834,0.25,1.2845,0.4308,1.6388,1.6398,5.8814,0.0,0.0,0.0,0.0,0.0,3,2,2
2763,series2x2_parallel1,292.0022,0.3333,1.7412,2.6856,4.0212,3.4208,3.073,0.0,0.0,0.0,0.0,0.0,1,1,1
2678,series3_parallel2,798.1393,3.0,0.9922,3.8809,3.8527,0.5471,3.8821,0.0,0.0,0.0,0.0,0.0,3,2,2
3375,series3_parallel2,669.1454,4.0,5.9881,1.8102,1.0259,2.9358,2.1963,0.0,0.0,0.0,0.0,0.0,3,2,2
1065,series3,99.5494,0.5,3.7581,1.0229,3.9007,2.3342,0.8974,0.0,0.0,0.0,0.0,0.0,2,2,0
2324,parallel5,222.9649,0.2,0.8799,0.3897,1.0212,0.5978,0.5874,0.0,0.0,0.0,0.0,0.0,0,0,3
1503,parallel5,67.1059,1.5,0.4547,1.7322,0.7031,4.0617,4.234,0.0,0.0,0.0,0.0,0.0,0,0,3
1646,series2x2_parallel1,73.9864,0.1667,1.6403,2.6685,1.7006,0.695,0.7783,0.0,0.0,0.0,0.0,0.0,1,1,1
426,series3_parallel2,119.8599,0.6667,0.9874,5.6091,1.4235,0.6741,0.8792,0.0,0.0,0.0,0.0,0.0,3,2,2
3263,series2x2_parallel1,625.2148,0.5,4.0671,5.7142,5.5884,0.8338,0.5028,0.0,0.0,0.0,0.0,0.0,1,1,1
3739,series3,93.2031,4.0,1.742,0.3404,2.5688,2.9946,1.2824,0.0,0.0,0.0,0.0,0.0,2,2,0
262,series2x2_parallel1,510.0175,0.125,3.4986,2.5282,1.3186,2.2107,0.5431,0.0,0.0,0.0,0.0,0.0,1,1,1
1638,series2x2_parallel1,178.4153,3.0,3.1985,4.0882,1.7295,3.8818,0.3031,0.0,0.0,0.0,0.0,0.0,1,1,1
3694,series3_parallel2,82.8938,3.0,0.3145,5.3166,0.3482,3.5059,0.3726,0.0,0.0,0.0,0.0,0.0,3,2,2
238,parallel5,646.0478,1.5,2.5324,4.0739,0.666,0.2811,4.0677,0.0,0.0,0.0,0.0,0.0,0,0,3
696,series3,688.4955,0.3333,5.2188,0.6555,3.0424,0.5855,1.2375,0.0,0.0,0.0,0.0,0.0,2,2,0
478,series3_parallel2,302.491,0.2,1.4912,2.892,0.6148,0.9579,1.6171,0.0,0.0,0.0,0.0,0.0,3,2,2
2800,series2x2_parallel1,477.2337,1.5,4.5517,5.513,4.1846,3.2504,0.4142,0.0,0.0,0.0,0.0,0.0,1,1,1
1427,series3,113.3549,4.0,1.4262,1.1819,3.9927,2.9219,1.6997,0.0,0.0,0.0,0.0,0.0,2,2,0
3292,series3,88.3692,3.0,0.4156,3.0091,1.1741,5.1595,0.3228,0.0,0.0,0.0,0.0,0.0,2,2,0
3940,parallel5,215.9205,0.125,2.2759,0.3783,2.576,0.1909,1.5834,0.0,0.0,0.0,0.0,0.0,0,0,3
2078,series3,276.1301,0.5,0.2476,1.3354,1.7261,1.8694,1.3402,0.0,0.0,0.0,0.0,0.0,2,2,0
4011,parallel5,619.4909,0.3333,2.5102,3.1491,0.9098,2.2517,2.9334,0.0,0.0,0.0,0.0,0.0,0,0,3
1388,series2x2_parallel1,199.9423,0.125,1.732,0.3623,1.7776,5.7927,2.929,0.0,0.0,0.0,0.0,0.0,1,1,1
1327,series3_parallel2,80.9879,0.1667,0.7617,1.1717,0.6415,2.0084,2.7176,0.0,0.0,0.0,0.0,0.0,3,2,2
2581,series3,76.3272,2.0,0.2899,2.1274,1.2087,0.9558,1.5425,0.0,0.0,0.0,0.0,0.0,2,2,0
3920,series3_parallel2,99.0426,0.5,1.6011,2.5914,1.7793,1.8349,3.2782,0.0,0.0,0.0,0.0,0.0,3,2,2
1151,series2x2_parallel1,130.1262,0.5,3.2908,2.867,0.9101,2.0656,4.9542,0.0,0.0,0.0,0.0,0.0,1,1,1
3960,series3_parallel2,83.7701,0.125,3.2221,1.7215,2.1532,0.4877,1.0632,0.0,0.0,0.0,0.0,0.0,3,2,2
2473,parallel5,303.3592,4.0,3.3851,5.8051,0.7894,1.2395,3.8342,0.0,0.0,0.0,0.0,0.0,0,0,3
2245,parallel5,623.0622,0.125,2.8082,1.681,3.4165,4.0602,4.1671,0.0,0.0,0.0,0.0,0.0,0,0,3
2960,series3_parallel2,305.3109,2.0,1.4058,3.2567,2.4031,1.7034,2.2445,0.0,0.0,0.0,0.0,0.0,3,2,2
405,parallel5,257.1025,4.0,0.9293,2.8584,1.5294,0.5526,1.4166,0.0,0.0,0.0,0.0,0.0,0,0,3
3288,series2x2_parallel1,460.0973,0.125,0.1585,1.9921,2.3309,0.4113,1.9122,0.0,0.0,0.0,0.0,0.0,1,1,1
3896,parallel5,729.5722,0.2,3.5363,0.5637,0.1861,1.2581,1.3268,0.0,0.0,0.0,0.0,0.0,0,0,3
681,series3,723.7572,0.6667,1.9169,3.4757,3.9654,0.4185,0.6968,0.0,0.0,0.0,0.0,0.0,2,2,0
3372,series3_parallel2,425.4815,3.0,2.4456,3.5461,5.738,0.3657,0.7792,0.0,0.0,0.0,0.0,0.0,3,2,2
85,series3,65.9978,0.25,0.4334,3.4603,4.1179,2.9681,4.1374,0.0,0.0,0.0,0.0,0.0,2,2,0
188,parallel5,120.3136,2.0,1.3462,1.3408,0.4411,0.6208,1.1987,0.0,0.0,0.0,0.0,0.0,0,0,3
1036,series3_parallel2,276.7455,0.125,0.2331,4.8114,1.0327,3.2493,1.0534,0.0,0.0,0.0,0.0,0.0,3,2,2
3035,series3,557.5049,0.2,3.3167,0.6035,4.3219,1.1461,2.319,0.0,0.0,0.0,0.0,0.0,2,2,0
337,series3_parallel2,292.9746,3.0,4.1432,1.3559,0.5853,0.2866,3.8949,0.0,0.0,0.0,0.0,0.0,3,2,2
1497,series3,166.5839,0.2,1.3692,1.283,1.5186,0.3031,1.4398,0.0,0.0,0.0,0.0,0.0,2,2,0
1859,series3_parallel2,125.4095,0.6667,1.4494,3.935,4.0846,1.7751,0.5238,0.0,0.0,0.0,0.0,0.0,3,2,2
1407,series2x2_parallel1,853.8821,0.5,1.3723,2.1436,1.1537,1.2861,2.9042,0.0,0.0,0.0,0.0,0.0,1,1,1
178,parallel5,156.4531,4.0,1.2538,1.6058,3.7931,0.4256,0.3277,0.0,0.0,0.0,0.0,0.0,0,0,3
698,parallel5,102.1281,0.25,3.9027,2.2938,3.7929,1.2183,2.3895,0.0,0.0,0.0,0.0,0.0,0,0,3
3448,series3,595.022,0.2,2.8795,0.4638,1.9521,0.5349,0.8775,0.0,0.0,0.0,0.0,0.0,2,2,0
3929,parallel5,854.3732,1.5,2.5185,0.4158,1.0862,2.201,0.7203,0.0,0.0,0.0,0.0,0.0,0,0,3
835,series3_parallel2,199.2261,0.1667,4.1055,1.1767,1.0705,1.2064,2.8025,0.0,0.0,0.0,0.0,0.0,3,2,2
1028,parallel5,443.7505,0.1667,0.2157,4.9592,2.6548,1.4111,3.9925,0.0,0.0,0.0,0.0,0.0,0,0,3
1098,series3_parallel2,672.3228,1.0,2.7493,5.2604,2.3819,3.8585,0.894,0.0,0.0,0.0,0.0,0.0,3,2,2
2779,series2x2_parallel1,348.8188,1.0,3.7035,3.6281,2.8428,3.5911,0.521,0.0,0.0,0.0,0.0,0.0,1,1,1
729,series3,235.1379,0.125,0.9084,5.3102,5.7311,4.6646,3.934,0.0,0.0,0.0,0.0,0.0,2,2,0
3988,parallel5,297.8457,1.0,5.9138,3.482,1.9639,1.9501,1.4731,0.0,0.0,0.0,0.0,0.0,0,0,3
1940,series3_parallel2,184.3094,0.125,3.9044,1.1987,3.0452,0.5663,0.17,0.0,0.0,0.0,0.0,0.0,3,2,2
389,series2x2_parallel1,130.5113,1.5,3.0083,1.6357,3.2925,0.4859,1.7603,0.0,0.0,0.0,0.0,0.0,1,1,1
1428,parallel5,191.2373,0.25,3.4796,0.8074,5.5142,1.4744,1.0715,0.0,0.0,0.0,0.0,0.0,0,0,3
1399,series3,620.0967,3.0,0.4795,2.1486,0.3154,0.6049,0.2276,0.0,0.0,0.0,0.0,0.0,2,2,0
96,series2x2_parallel1,73.4059,4.0,2.442,1.2887,3.4068,4.0239,0.9043,0.0,0.0,0.0,0.0,0.0,1,1,1
2688,series3_parallel2,816.1574,2.0,2.6708,0.2694,3.0802,1.1653,5.9124,0.0,0.0,0.0,0.0,0.0,3,2,2
3715,series3_parallel2,657.2485,0.125,2.6893,4.3726,3.5545,2.4719,0.158,0.0,0.0,0.0,0.0,0.0,3,2,2
3104,series2x2_parallel1,208.1845,4.0,3.8251,4.0163,2.7937,1.2176,1.2619,0.0,0.0,0.0,0.0,0.0,1,1,1
2194,series2x2_parallel1,187.7332,0.1667,1.0428,1.1585,4.662,3.1243,0.851,0.0,0.0,0.0,0.0,0.0,1,1,1
2863,parallel5,158.2447,0.2,0.4758,2.8326,0.2957,4.0532,2.6642,0.0,0.0,0.0,0.0,0.0,0,0,3
296,series3,286.0716,0.5,1.5674,1.5641,4.4322,1.544,4.8726,0.0,0.0,0.0,0.0,0.0,2,2,0
1951,series3_parallel2,90.0936,2.0,4.4186,0.1904,3.2099,4.0427,0.5839,0.0,0.0,0.0,0.0,0.0,3,2,2
3294,series3,304.3988,1.0,5.65,1.1869,2.5685,3.547,0.9572,0.0,0.0,0.0,0.0,0.0,2,2,0
3086,series2x2_parallel1,150.6767,1.5,1.3867,2.4468,0.1839,4.1924,2.0964,0.0,0.0,0.0,0.0,0.0,1,1,1
3759,series3,130.036,0.125,4.5347,2.5004,1.8738,1.7915,0.7794,0.0,0.0,0.0,0.0,0.0,2,2,0
1562,parallel5,174.4129,3.0,0.4215,2.374,2.3319,1.4615,2.4987,0.0,0.0,0.0,0.0,0.0,0,0,3
1222,series2x2_parallel1,126.923,0.125,0.2388,5.6851,2.5035,3.9657,0.388,0.0,0.0,0.0,0.0,0.0,1,1,1
1241,series3,407.0042,0.25,2.8367,0.2386,0.3776,5.4978,3.4952,0.0,0.0,0.0,0.0,0.0,2,2,0
3322,series3_parallel2,213.336,0.2,1.034,0.7277,0.4412,5.6064,4.8522,0.0,0.0,0.0,0.0,0.0,3,2,2
2142,parallel5,137.0855,0.5,3.749,0.8787,0.802,2.0155,2.1844,0.0,0.0,0.0,0.0,0.0,0,0,3
3767,series3_parallel2,170.1083,0.6667,2.8906,3.4037,0.4399,0.6639,3.8167,0.0,0.0,0.0,0.0,0.0,3,2,2
1502,series3_parallel2,355.1032,4.0,1.5751,3.3757,1.4842,1.7044,1.376,0.0,0.0,0.0,0.0,0.0,3,2,2
1377,parallel5,138.2317,0.2,1.7652,4.0319,1.168,1.9616,3.5789,0.0,0.0,0.0,0.0,0.0,0,0,3
2646,series3,726.4699,0.6667,3.1214,4.0644,1.4013,2.8246,2.8287,0.0,0.0,0.0,0.0,0.0,2,2,0
1614,series3,168.9655,0.25,1.5098,0.3784,3.4372,1.4375,4.0973,0.0,0.0,0.0,0.0,0.0,2,2,0
1806,series3_parallel2,343.2312,2.0,1.7736,0.9267,2.6071,1.0801,5.5067,0.0,0.0,0.0,0.0,0.0,3,2,2
3770,series3,736.7507,1.5,1.719,4.5884,5.4043,2.0012,0.7272,0.0,0.0,0.0,0.0,0.0,2,2,0
260,parallel5,399.2866,1.5,0.225,3.7065,3.5777,1.2797,4.1317,0.0,0.0,0.0,0.0,0.0,0,0,3
915,series2x2_parallel1,353.6227,0.6667,4.8163,1.5757,3.4427,2.3324,2.4851,0.0,0.0,0.0,0.0,0.0,1,1,1
3527,series3_parallel2,635.8092,0.1667,0.7047,3.2231,3.6961,0.8499,0.6738,0.0,0.0,0.0,0.0,0.0,3,2,2
3019,parallel5,265.0907,0.2,1.2574,1.3963,1.946,0.3085,1.0729,0.0,0.0,0.0,0.0,0.0,0,0,3
707,series3,266.3126,4.0,1.605,3.695,2.573,3.2775,3.2557,0.0,0.0,0.0,0.0,0.0,2,2,0
934,parallel5,496.1146,1.0,0.3919,1.7604,5.5157,3.3023,5.87,0.0,0.0,0.0,0.0,0.0,0,0,3
1352,series3,486.6097,3.0,0.2992,4.0129,3.7737,0.583,0.6317,0.0,0.0,0.0,0.0,0.0,2,2,0
3909,series3_parallel2,443.5939,1.5,1.4581,1.4296,1.4439,0.9857,2.3546,0.0,0.0,0.0,0.0,0.0,3,2,2
3234,parallel5,204.8215,0.25,1.4774,0.6316,1.1414,2.0194,0.5013,0.0,0.0,0.0,0.0,0.0,0,0,3
2899,series2x2_parallel1,722.8948,0.3333,3.5141,1.3523,2.0367,4.771,4.3685,0.0,0.0,0.0,0.0,0.0,1,1,1
962,series3,396.429,0.6667,2.763,3.2719,0.321,1.3201,0.7646,0.0,0.0,0.0,0.0,0.0,2,2,0
1144,series3_parallel2,119.8859,0.3333,4.0448,2.1884,1.487,1.4343,1.9499,0.0,0.0,0.0,0.0,0.0,3,2,2
2396,parallel5,295.7207,0.5,1.5204,1.4932,3.0226,1.3132,1.7205,0.0,0.0,0.0,0.0,0.0,0,0,3
967,series3,275.375,0.125,5.344,0.5868,2.5434,1.0699,3.0083,0.0,0.0,0.0,0.0,0.0,2,2,0
680,parallel5,189.4714,0.25,0.3618,3.674,5.0,2.9116,2.7316,0.0,0.0,0.0,0.0,0.0,0,0,3
1542,series3,81.4153,2.0,0.8169,2.6679,0.5773,2.9434,1.9992,0.0,0.0,0.0,0.0,0.0,2,2,0
834,series2x2_parallel1,286.6297,2.0,3.8564,5.803,1.5347,2.3353,3.663,0.0,0.0,0.0,0.0,0.0,1,1,1
356,series2x2_parallel1,367.939,1.5,2.1721,0.5966,4.5541,1.9937,0.9307,0.0,0.0,0.0,0.0,0.0,1,1,1
3202,series3_parallel2,207.3608,0.5,1.0388,5.5502,2.5489,1.7409,5.6283,0.0,0.0,0.0,0.0,0.0,3,2,2
3751,series2x2_parallel1,143.2451,0.3333,4.4678,1.4489,1.3047,2.0713,1.1987,0.0,0.0,0.0,0.0,0.0,1,1,1
