id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head,index_12_head,index_23_head,index_3c_head,index_4c_head,index_5c_head,detune_carrier_head,feedback_head,lfo_rate_head,lfo_depth_cents_head,key_scaling_head,env_mod_attack_head,env_mod_decay_head,env_mod_sustain_head,env_mod_release_head,env_car_attack_head,env_car_decay_head,env_car_sustain_head,env_car_release_head
252,series3_parallel2,172.6923,1.0,3.6935,5.8661,1.9764,1.6381,3.9046,-5.6408,0.352,8.3106,2.6058,0.4126,0.0316,0.128,0.2969,0.0934,0.0035,0.4131,0.6386,0.3452,3,0.0,7.43206,3.6935,5.8661,1.9764,1.6381,3.9046,-5.6408,0.352,8.3106,2.6058,0.4126,-4.9839315,-2.9657843,0.2969,-3.4204335,-8.158429,-1.275437,0.6386,-1.5344956
121,parallel5,691.7097,0.5,4.3801,1.4675,0.5742,4.9262,0.2475,1.73,0.1025,5.1485,12.7772,0.4691,0.0203,0.0469,0.523,0.0578,0.0783,0.0754,0.6236,0.3847,0,-1.0,9.434023,4.3801,1.4675,0.5742,4.9262,0.2475,1.73,0.1025,5.1485,12.7772,0.4691,-5.6223764,-4.4142685,0.523,-4.112787,-3.6748438,-3.7292917,0.6236,-1.3781943
424,series2x2_parallel1,664.6131,0.5,2.0568,0.4791,3.0336,2.7079,4.0447,-6.531,0.3384,6.7923,10.6751,0.4547,0.0136,0.1521,0.1942,0.028,0.0884,0.5081,0.2631,0.041,1,-1.0,9.376371,2.0568,0.4791,3.0336,2.7079,4.0447,-6.531,0.3384,6.7923,10.6751,0.4547,-6.2002497,-2.716908,0.1942,-5.158429,-3.4998097,-0.9768157,0.2631,-4.608232
605,series2x2_parallel1,210.2565,0.1667,3.646,2.1618,4.5356,0.2131,3.7528,-5.728,0.2198,0.7578,20.421,0.1674,0.0056,0.3072,0.4861,0.5649,0.0181,0.0941,0.5538,0.0875,1,-2.584674,7.7160068,3.646,2.1618,4.5356,0.2131,3.7528,-5.728,0.2198,0.7578,20.421,0.1674,-7.4803576,-1.7027498,0.4861,-0.82393265,-5.7878666,-3.4096615,0.5538,-3.514573
303,parallel5,257.866,0.1667,2.9968,1.9872,3.7394,1.61,0.9078,1.2897,0.1057,0.7422,16.6508,0.4592,0.0519,0.5033,0.7948,0.0722,0.0013,0.2447,0.3634,0.0873,0,-2.584674,8.010478,2.9968,1.9872,3.7394,1.61,0.9078,1.2897,0.1057,0.7422,16.6508,0.4592,-4.2681217,-0.99050945,0.7948,-3.7918572,-9.587273,-2.030914,0.3634,-3.5178745
431,series3,129.5359,4.0,0.3976,4.0794,1.3478,1.5778,1.0051,-10.4658,0.0103,2.3577,5.8997,0.1582,0.0063,0.1931,0.5041,0.5125,0.0373,0.0578,0.9403,0.082,2,2.0,7.017208,0.3976,4.0794,1.3478,1.5778,1.0051,-10.4658,0.0103,2.3577,5.8997,0.1582,-7.3104324,-2.3725798,0.5041,-0.96437615,-4.7446804,-4.112787,0.9403,-3.6082323
191,series3_parallel2,352.6677,0.1667,3.7532,2.7297,0.2398,5.7022,1.0071,0.5533,0.4276,0.0141,1.2056,0.0154,0.0232,0.4534,0.3217,0.5848,0.03,0.4493,0.1987,0.0914,3,-2.584674,8.462166,3.7532,2.7297,0.2398,5.7022,1.0071,0.5533,0.4276,0.0141,1.2056,0.0154,-5.4297314,-1.1411438,0.3217,-0.7739848,-5.0588937,-1.1542491,0.1987,-3.451662
45,series3_parallel2,457.8251,2.0,0.7655,0.8547,0.435,0.5335,1.6552,5.2759,0.1656,8.2881,10.1753,0.7178,0.0029,0.0433,0.837,0.1384,0.0011,0.2525,0.3267,0.1452,3,1.0,8.838653,0.7655,0.8547,0.435,0.5335,1.6552,5.2759,0.1656,8.2881,10.1753,0.7178,-8.429731,-4.529489,0.837,-2.853084,-9.82828,-1.9856447,0.3267,-2.7838867
279,parallel5,424.3078,0.1667,3.6722,1.3262,2.5726,4.0975,3.7027,-11.1555,0.158,1.9866,8.3132,0.6577,0.0103,0.4365,0.3686,0.0502,0.0148,0.0636,0.2563,0.0351,0,-2.584674,8.728968,3.6722,1.3262,2.5726,4.0975,3.7027,-11.1555,0.158,1.9866,8.3132,0.6577,-6.601212,-1.1959465,0.3686,-4.316169,-6.078259,-3.9748294,0.2563,-4.832385
677,series3,134.394,0.6667,1.3636,1.9609,2.8404,1.6551,1.9367,0.8023,0.3575,6.9357,19.6273,0.1533,0.0244,0.2165,0.4498,0.2848,0.0065,0.0437,0.8851,0.714,2,-0.58489037,7.070325,1.3636,1.9609,2.8404,1.6551,1.9367,0.8023,0.3575,6.9357,19.6273,0.1533,-5.356975,-2.207561,0.4498,-1.8119789,-7.2653446,-4.516223,0.8851,-0.48600402
627,parallel5,91.2521,0.5,5.3698,5.8359,3.9242,1.7515,2.2577,1.2687,0.3515,3.0532,13.2506,0.4128,0.0025,0.052,0.3233,0.2538,0.0386,0.3326,0.6579,0.7149,0,-1.0,6.511786,5.3698,5.8359,3.9242,1.7515,2.2577,1.2687,0.3515,3.0532,13.2506,0.4128,-8.643856,-4.2653446,0.3233,-1.978236,-4.6952553,-1.5881399,0.6579,-0.4841866
266,parallel5,305.2941,0.25,1.3223,0.4543,3.4555,2.3427,1.2161,7.1846,0.3701,5.8376,14.4819,0.5632,0.0028,0.1038,0.7147,0.1063,0.0575,0.5833,0.7543,0.0464,0,-2.0,8.254056,1.3223,0.4543,3.4555,2.3427,1.2161,7.1846,0.3701,5.8376,14.4819,0.5632,-8.480357,-3.2681217,0.7147,-3.2337866,-4.120294,-0.77769005,0.7543,-4.4297314
53,series3,340.4192,0.1667,1.4582,0.6538,1.4389,1.1734,1.1655,7.9553,0.1451,7.1032,7.4428,0.5859,0.0745,0.3271,0.8598,0.5229,0.0032,0.0417,0.9214,0.0443,2,-2.584674,8.411168,1.4582,0.6538,1.4389,1.1734,1.1655,7.9553,0.1451,7.1032,7.4428,0.5859,-3.7466156,-1.6121963,0.8598,-0.93539304,-8.287712,-4.583809,0.9214,-4.4965496
477,series2x2_parallel1,219.3039,0.5,1.2994,3.9596,3.4363,2.7483,1.1117,-4.3017,0.1025,1.0803,0.459,0.0657,0.0097,0.1008,0.6336,0.1308,0.0826,0.509,0.4846,0.1664,1,-1.0,7.7767878,1.2994,3.9596,3.4363,2.7483,1.1117,-4.3017,0.1025,1.0803,0.459,0.0657,-6.6877995,-3.3104324,0.6336,-2.9345655,-3.5977144,-0.9742624,0.4846,-2.5872726
82,series3_parallel2,363.6374,0.5,1.5299,3.3381,0.5056,1.7199,4.1931,-11.8531,0.3341,8.7084,17.7788,0.2907,0.0094,0.1015,0.4167,0.04,0.0019,0.0508,0.2019,0.29,3,-1.0,8.506357,1.5299,3.3381,0.5056,1.7199,4.1931,-11.8531,0.3341,8.7084,17.7788,0.2907,-6.733124,-3.3004484,0.4167,-4.643856,-9.039784,-4.299028,0.2019,-1.7858752
285,series2x2_parallel1,362.3395,1.5,4.1137,2.176,0.4337,0.6387,1.2296,-4.1767,0.0538,0.8411,19.4928,0.1271,0.0133,0.0856,0.5708,0.1506,0.0055,0.1718,0.7231,0.0402,1,0.5849625,8.501198,4.1137,2.176,0.4337,0.6387,1.2296,-4.1767,0.0538,0.8411,19.4928,0.1271,-6.23243,-3.5462453,0.5708,-2.7312064,-7.506353,-2.541198,0.7231,-4.6366606
254,series3,112.3372,2.0,3.7615,2.4959,3.7919,1.6887,0.2511,2.4931,0.1797,3.5253,6.2713,0.7673,0.0025,0.0333,0.3176,0.605,0.11,0.094,0.7184,0.0512,2,1.0,6.8116918,3.7615,2.4959,3.7919,1.6887,0.2511,2.4931,0.1797,3.5253,6.2713,0.7673,-8.643856,-4.908334,0.3176,-0.72499293,-3.1844246,-3.4111955,0.7184,-4.2877126
