mode,sample_id,algorithm_true,algorithm_pred,algorithm_correct,ratio_true,ratio_pred,freq_true,freq_pred,fft_distance,stft_distance,log_mel_spectrogram_distance_raw,log_mel_spectrogram_distance_normalized
full_pred,4941,series3,series3,True,1.0,0.6499075889587402,162.6136016845703,213.0933837890625,12654.859375,2648.970947265625,98.58805084228516,0.006112850374645657
full_pred,46809,series3_parallel2,series2x2_parallel1,False,0.25,0.22876673936843872,80.98880004882812,89.02761840820312,21703.68359375,3344.99365234375,115.73030090332031,0.007175737903231666
full_pred,23026,series3_parallel2,parallel5,False,1.5,0.9190694689750671,741.3051147460938,790.0912475585938,16593.1640625,3316.44970703125,217.49990844726562,0.01348585741860526
full_pred,13428,parallel5,parallel5,True,0.16670000553131104,0.1336069256067276,398.7236022949219,493.30718994140625,24788.76171875,4800.05029296875,282.61871337890625,0.017523481732323057
full_pred,7782,series3,series3,True,3.0,2.6181416511535645,406.21600341796875,422.737548828125,17601.23828125,3470.4326171875,235.899658203125,0.014626714918348525
full_pred,33743,series2x2_parallel1,parallel5,False,0.125,0.16407965123653412,169.5688018798828,204.41778564453125,30010.31640625,5447.76171875,201.35806274414062,0.012484998930068244
full_pred,23505,parallel5,parallel5,True,0.20000000298023224,0.2441391795873642,78.39869689941406,77.31877899169922,38233.33203125,3234.7001953125,77.49342346191406,0.004804899768223838
full_pred,28116,parallel5,series3,False,0.5,0.46873149275779724,91.69850158691406,92.00392150878906,29092.89453125,1667.08935546875,97.50653076171875,0.006045791837904189
full_pred,18969,series3_parallel2,series3_parallel2,True,2.0,1.964771032333374,762.3909301757812,822.9037475585938,10257.548828125,2156.441650390625,167.18710327148438,0.01036626384371803
full_pred,25874,parallel5,parallel5,True,0.25,0.1985803097486496,370.30560302734375,415.565673828125,12003.80859375,2426.305419921875,200.14483642578125,0.01240977408393981
full_pred,5982,parallel5,parallel5,True,0.20000000298023224,0.16523419320583344,664.3422241210938,753.5612182617188,16840.13671875,3395.62451171875,240.7519989013672,0.01492757929695977
full_pred,13680,series3_parallel2,series2x2_parallel1,False,0.666700005531311,0.651757001876831,663.1362915039062,736.0425415039062,9667.7744140625,2083.42333984375,160.67466735839844,0.009962466974107046
full_pred,9053,series3,series3,True,2.0,1.7473081350326538,545.8131103515625,545.0426025390625,26060.5234375,5705.97509765625,211.77125549316406,0.013130658202701144
full_pred,14180,series3_parallel2,series3_parallel2,True,0.125,0.15381105244159698,95.22109985351562,89.09587860107422,25818.19921875,2738.926513671875,103.86935424804688,0.0064403121433560815
full_pred,28250,series3_parallel2,parallel5,False,4.0,3.679243326187134,311.17138671875,316.28875732421875,29859.126953125,6514.99169921875,345.5328674316406,0.021424408942934067
full_pred,5806,parallel5,parallel5,True,3.0,3.7102017402648926,221.7718048095703,177.89012145996094,36172.19921875,6595.3408203125,290.55914306640625,0.018015819882589674
full_pred,21829,parallel5,parallel5,True,1.5,1.3544299602508545,766.5194091796875,781.0541381835938,8169.09619140625,1563.3050537109375,138.07688903808594,0.008561315044524178
full_pred,20967,parallel5,parallel5,True,2.0,1.6168385744094849,79.63059997558594,80.7818832397461,23851.177734375,4997.466796875,133.08340454101562,0.008251699190291147
full_pred,31466,series2x2_parallel1,series2x2_parallel1,True,1.5,1.22598135471344,116.52310180664062,123.0177993774414,35000.265625,6815.568359375,216.80667114257812,0.01344287395477295
full_pred,25377,series3_parallel2,series3_parallel2,True,0.16670000553131104,0.14978869259357452,737.9360961914062,801.776611328125,13207.140625,2601.0302734375,190.43350219726562,0.011807632824731252
full_pred,4290,series3_parallel2,parallel5,False,0.125,0.13075987994670868,416.4877014160156,430.31390380859375,28082.529296875,5432.5732421875,278.67535400390625,0.017278977802821567
full_pred,48098,series2x2_parallel1,parallel5,False,0.20000000298023224,0.19472716748714447,544.9821166992188,568.830322265625,27904.0625,5823.3330078125,299.7279968261719,0.01858432520003546
full_pred,33855,series2x2_parallel1,series2x2_parallel1,True,1.5,1.366912841796875,370.1247863769531,374.4125061035156,23097.890625,5040.15234375,289.74359130859375,0.0179652524372888
full_pred,6607,series3,series3_parallel2,False,0.666700005531311,0.6609188318252563,211.05239868164062,211.326171875,38012.62890625,4527.40185546875,184.54290771484375,0.011442392591446165
full_pred,31172,parallel5,parallel5,True,2.0,1.2146354913711548,144.8621063232422,120.03739166259766,38581.55859375,7423.38720703125,248.23020935058594,0.015391258020249625
full_pred,12125,series3_parallel2,series3_parallel2,True,0.5,0.482208251953125,827.8173828125,787.8298950195312,27635.431640625,5776.486328125,261.8092346191406,0.016233211471920923
full_pred,37841,series3_parallel2,series2x2_parallel1,False,0.125,0.15714551508426666,115.23429870605469,115.28523254394531,41107.11328125,3715.381591796875,135.06163024902344,0.008374357034289648
full_pred,20512,series3_parallel2,series2x2_parallel1,False,0.25,0.2617550492286682,199.71499633789062,188.09434509277344,21836.9375,2332.703125,189.76443481445312,0.01176614799196758
full_pred,20764,series3,series3,True,0.666700005531311,0.6194224953651428,77.39409637451172,92.02569580078125,19985.40625,2112.906494140625,82.5390853881836,0.00511775083012051
full_pred,19016,series3,series3_parallel2,False,0.666700005531311,0.64417564868927,417.1859130859375,510.40667724609375,30521.2265625,6162.75244140625,297.497314453125,0.018446014040992373
full_pred,40739,series3,series3,True,4.0,3.9152748584747314,332.0957946777344,279.13934326171875,30307.666015625,6624.888671875,239.23519897460938,0.014833531682453459
full_pred,2735,series2x2_parallel1,series2x2_parallel1,True,4.0,3.739591598510742,114.24649810791016,108.85853576660156,12650.1064453125,2179.625732421875,145.25234985351562,0.009006222089131674
full_pred,37888,parallel5,parallel5,True,0.33329999446868896,0.3131963908672333,346.6343994140625,408.1227111816406,36550.36328125,7096.80224609375,323.39031982421875,0.0200514831240215
full_pred,37349,series2x2_parallel1,series2x2_parallel1,True,4.0,3.519397258758545,563.6209716796875,640.911865234375,9715.787109375,1941.72216796875,147.50784301757812,0.009146071615673247
full_pred,44704,series3,series3,True,0.5,0.48119133710861206,712.9942016601562,727.9632568359375,11268.212890625,1312.6295166015625,78.79802703857422,0.004885790366975088
full_pred,33279,series3,series3,True,0.33329999446868896,0.36161813139915466,723.3137817382812,761.9009399414062,36787.4765625,7988.87646484375,211.21351623535156,0.013096076155465746
full_pred,46955,series2x2_parallel1,series2x2_parallel1,True,4.0,3.749856948852539,172.16319274902344,172.84640502929688,13995.1572265625,3047.05029296875,229.2677001953125,0.014215507204570467
full_pred,49941,series3_parallel2,parallel5,False,2.0,1.6932190656661987,174.50929260253906,201.51882934570312,39498.89453125,6684.609375,237.9205780029297,0.01475201996545943
full_pred,22526,series2x2_parallel1,series3_parallel2,False,0.20000000298023224,0.16486413776874542,782.7973022460938,804.602294921875,31878.873046875,6137.72119140625,263.8639221191406,0.016360610250442748
full_pred,44112,parallel5,parallel5,True,2.0,2.1230902671813965,508.6435852050781,491.0392150878906,35021.33984375,6733.35595703125,336.6783752441406,0.020875395290435306
full_pred,13624,parallel5,parallel5,True,1.5,1.6504168510437012,317.1505126953125,315.4825439453125,34761.95703125,7625.05517578125,382.92938232421875,0.023743141265142532
full_pred,4648,series2x2_parallel1,parallel5,False,3.0,3.634544849395752,734.0927734375,789.0671997070312,13576.7998046875,2854.83203125,209.63983154296875,0.012998501459757486
full_pred,17384,series3_parallel2,parallel5,False,2.0,1.1179360151290894,181.55029296875,264.1306457519531,26294.900390625,5557.568359375,296.97601318359375,0.018413691293625606
full_pred,32109,series3,series3,True,0.125,0.12578578293323517,79.0645980834961,71.30615997314453,19507.83203125,993.6580810546875,32.83461380004883,0.0020358763516895354
full_pred,40714,series3_parallel2,parallel5,False,0.666700005531311,0.5656790137290955,191.0155029296875,211.906494140625,16450.84375,3178.7724609375,225.5439910888672,0.01398462246334742
full_pred,23673,series3,series3,True,0.33329999446868896,0.32252976298332214,730.2606811523438,773.857666015625,30025.740234375,5304.56396484375,244.6809844970703,0.015171191995106047
full_pred,24242,series3,series3,True,2.0,1.979117512702942,329.5733947753906,319.41265869140625,11839.078125,2275.8388671875,138.5089569091797,0.008588104967087035
full_pred,5795,series3_parallel2,series2x2_parallel1,False,3.0,0.17246189713478088,86.47309875488281,85.16324615478516,41555.06640625,7054.20849609375,168.37625122070312,0.01043999573541066
full_pred,40391,series3_parallel2,series2x2_parallel1,False,0.16670000553131104,0.14514492452144623,116.00890350341797,99.26676177978516,18482.72265625,2822.660400390625,133.70570373535156,0.008290284209781222
full_pred,41120,series2x2_parallel1,parallel5,False,0.666700005531311,0.5776686072349548,66.28109741210938,70.73806762695312,9483.2841796875,1321.4759521484375,74.80095672607422,0.004637956146209959
full_pred,12004,series2x2_parallel1,parallel5,False,1.5,1.3108960390090942,677.4191284179688,725.3789672851562,25079.62109375,5229.1591796875,263.4660949707031,0.01633594338856046
full_pred,45869,series3_parallel2,series3_parallel2,True,0.5,0.495824933052063,812.1116943359375,785.7033081054688,21211.60546875,4414.63427734375,207.80609130859375,0.012884802288479276
full_pred,7969,series3_parallel2,series2x2_parallel1,False,4.0,3.1111338138580322,505.3273010253906,484.811767578125,7848.19384765625,1562.38427734375,131.3621368408203,0.008144973762451655
full_pred,5691,series2x2_parallel1,parallel5,False,2.0,2.0695860385894775,625.448486328125,607.7802124023438,29313.388671875,5751.5234375,269.4245910644531,0.01670539379119873
full_pred,529,series2x2_parallel1,series3_parallel2,False,0.16670000553131104,0.15675699710845947,347.6661071777344,431.3679504394531,30319.119140625,5896.3310546875,278.2032470703125,0.017249705299498545
full_pred,4813,series2x2_parallel1,series3_parallel2,False,0.5,0.5292789340019226,370.38800048828125,367.3116149902344,12771.0263671875,2232.227783203125,142.38641357421875,0.008828522667052254
full_pred,23529,series3,series3,True,1.0,0.7836660146713257,274.8951110839844,367.82305908203125,10619.568359375,1838.9627685546875,134.33509826660156,0.00832930916831607
full_pred,18016,series3,series3,True,0.25,0.25838786363601685,488.5447998046875,480.05023193359375,17129.46875,3353.077880859375,153.3413848876953,0.009507774360596187
full_pred,15484,series2x2_parallel1,series3_parallel2,False,1.5,1.4755789041519165,91.12100219726562,94.63544464111328,30492.361328125,3950.785400390625,128.95022583007812,0.0079954257087102
full_pred,48873,series2x2_parallel1,series2x2_parallel1,True,0.16670000553131104,0.14842750132083893,604.6110229492188,677.2713623046875,11433.4443359375,2378.73828125,179.44119262695312,0.011126066011095804
full_pred,41268,series3_parallel2,series3_parallel2,True,0.5,0.5906857252120972,119.05870056152344,130.48812866210938,33725.015625,6606.56005859375,155.0033721923828,0.00961082416867453
full_pred,17838,series2x2_parallel1,series3_parallel2,False,4.0,3.1515257358551025,741.8046875,805.4063720703125,16394.712890625,3326.6611328125,221.96986389160156,0.013763012394072517
full_pred,46706,series3_parallel2,series3,False,0.25,0.18420487642288208,670.2293701171875,784.8872680664062,27504.185546875,5867.11767578125,270.2869873046875,0.016758865780300565
full_pred,37372,parallel5,parallel5,True,0.666700005531311,0.6043720841407776,81.37899780273438,92.1417465209961,26656.58984375,2721.228271484375,113.93269348144531,0.007064279109712631
full_pred,46814,series3,series3,True,1.0,1.0393956899642944,385.3971862792969,390.9713439941406,28024.658203125,5448.9482421875,208.0669708251953,0.01290097785374475
full_pred,30262,series2x2_parallel1,series3_parallel2,False,2.0,1.410298466682434,371.72198486328125,414.579833984375,30314.3125,5934.5029296875,299.5652770996094,0.01857423593127538
full_pred,4680,series2x2_parallel1,series2x2_parallel1,True,0.25,0.23435118794441223,583.2233276367188,583.9935913085938,21824.02734375,3598.908935546875,136.45059204101562,0.008460478177146307
full_pred,14853,parallel5,parallel5,True,0.125,0.1416931301355362,78.18340301513672,90.49530792236328,12237.8447265625,1657.7568359375,95.77680206298828,0.005938541794580127
full_pred,3087,parallel5,parallel5,True,0.16670000553131104,0.15200774371623993,181.58599853515625,145.0115203857422,11528.8916015625,1712.0987548828125,128.656982421875,0.00797724345373729
full_pred,1205,parallel5,parallel5,True,0.20000000298023224,0.16829578578472137,365.1077880859375,382.2053527832031,23761.115234375,4642.85595703125,255.20919799804688,0.015823983010791597
full_pred,5828,parallel5,parallel5,True,1.5,1.564874291419983,263.3038024902344,265.917236328125,15499.3798828125,3068.854248046875,158.34613037109375,0.009818088440668015
full_pred,35548,series2x2_parallel1,series3_parallel2,False,2.0,1.7301359176635742,98.66079711914062,96.56890869140625,40487.23046875,8346.908203125,161.15264892578125,0.009992103728037032
full_pred,22736,parallel5,parallel5,True,0.666700005531311,0.6588645577430725,693.0548095703125,760.6192626953125,20888.318359375,4254.9609375,225.6180419921875,0.01398921391320607
full_pred,2215,parallel5,parallel5,True,0.33329999446868896,0.3568122684955597,284.4338073730469,245.6728515625,20984.07421875,4231.37890625,248.33804321289062,0.015397944147624666
full_pred,46255,series3,series3,True,0.666700005531311,0.6199571490287781,471.3330078125,485.631591796875,29420.009765625,5541.66748046875,195.5886993408203,0.012127275504763163
full_pred,28921,series3_parallel2,parallel5,False,0.666700005531311,0.39494189620018005,75.38490295410156,90.76010131835938,11470.515625,1547.1536865234375,71.82574462890625,0.004453481189788334
full_pred,2641,series2x2_parallel1,series3_parallel2,False,0.20000000298023224,0.1820051372051239,821.134521484375,807.487548828125,17093.0078125,3588.351318359375,150.24609375,0.009315854027157738
full_pred,35037,parallel5,parallel5,True,1.5,1.4629859924316406,118.8228988647461,108.95233917236328,35250.39453125,6457.87841796875,172.3429718017578,0.010685948152390738
full_pred,37038,series3,series2x2_parallel1,False,0.33329999446868896,0.28994426131248474,256.5763854980469,253.9963836669922,32274.134765625,5893.8701171875,221.22496032714844,0.013716825417109899
full_pred,3414,series3_parallel2,series3_parallel2,True,0.20000000298023224,0.14824095368385315,225.23170471191406,267.3883361816406,31642.861328125,6080.0849609375,263.9763488769531,0.01636758115556505
full_pred,16607,parallel5,parallel5,True,0.666700005531311,0.6673551797866821,150.3997039794922,159.4871063232422,36015.20703125,4980.51123046875,172.3133087158203,0.010684108923351953
full_pred,20221,series3,series3,True,0.16670000553131104,0.1369188278913498,85.0,82.67979431152344,33972.25,2035.833251953125,38.834571838378906,0.0024078975594232954
full_pred,7356,parallel5,parallel5,True,0.125,0.1371496319770813,132.8697967529297,131.12808227539062,32033.6015625,4251.30615234375,181.27183532714844,0.011239573122963073
full_pred,32013,series2x2_parallel1,parallel5,False,0.20000000298023224,0.15502269566059113,76.89299774169922,119.24876403808594,15976.375,2581.000244140625,143.50686645507812,0.008897995191907126
full_pred,33383,series3_parallel2,series3_parallel2,True,4.0,3.7347469329833984,329.4222106933594,324.5284423828125,33515.125,6642.85546875,353.35400390625,0.021909350440615698
full_pred,43705,series2x2_parallel1,series3_parallel2,False,1.5,1.4400341510772705,105.8136978149414,102.5859146118164,12680.81640625,1953.7200927734375,94.52671813964844,0.005861031630682567
full_pred,39937,series3_parallel2,series3_parallel2,True,0.5,0.4664902091026306,396.86700439453125,395.195556640625,10476.3984375,1691.1441650390625,98.87040710449219,0.006130357583363851
full_pred,18295,parallel5,parallel5,True,0.5,0.49547433853149414,188.86050415039062,202.64559936523438,36347.328125,6957.93310546875,292.3399658203125,0.01812623796008882
full_pred,36938,series2x2_parallel1,series3_parallel2,False,0.5,0.4693436920642853,309.0362854003906,343.6609191894531,12846.248046875,2215.088623046875,175.29266357421875,0.010868840747409396
full_pred,33550,series3_parallel2,series3_parallel2,True,2.0,2.0023598670959473,609.6679077148438,572.7891845703125,12624.140625,2734.562255859375,204.99862670898438,0.012710728342570955
full_pred,16078,series3_parallel2,series2x2_parallel1,False,0.666700005531311,0.6618398427963257,693.6165161132812,780.8388671875,10072.142578125,1977.8641357421875,162.03623962402344,0.010046889857640342
full_pred,28820,series3,series3,True,0.5,0.5763692855834961,146.44430541992188,132.7327880859375,24561.5390625,3444.887451171875,163.16407775878906,0.010116820297543965
full_pred,7106,parallel5,parallel5,True,3.0,3.590128183364868,215.2653045654297,201.7281494140625,14880.6796875,2831.113037109375,215.8909912109375,0.013386098165360709
full_pred,33847,parallel5,parallel5,True,0.20000000298023224,0.18270033597946167,179.54620361328125,162.52830505371094,35238.08203125,5472.07177734375,242.1044464111328,0.015011436409420438
full_pred,3050,series3,series3,True,0.5,0.5282042026519775,83.82080078125,91.44047546386719,36529.40625,3952.03759765625,85.92045593261719,0.005327409222012474
full_pred,17817,parallel5,parallel5,True,0.125,0.15791276097297668,135.70359802246094,138.37290954589844,36046.66796875,5799.93115234375,246.94686889648438,0.015311685819474478
full_pred,13944,series3_parallel2,parallel5,False,0.666700005531311,0.5662243366241455,226.4326934814453,249.38009643554688,39486.953125,7260.6962890625,301.65863037109375,0.01870403214106484
full_pred,30893,parallel5,parallel5,True,0.666700005531311,0.6523845195770264,167.40420532226562,163.44544982910156,9292.7255859375,1576.3580322265625,132.6688995361328,0.008225998235127282
full_pred,15280,series3_parallel2,parallel5,False,1.5,1.6529841423034668,452.7210998535156,470.67572021484375,23765.181640625,4452.240234375,277.92596435546875,0.017232512670849996
full_pred,2716,series3_parallel2,series3,False,3.0,3.6277430057525635,453.36151123046875,466.4475402832031,7082.2373046875,1494.2877197265625,147.15814208984375,0.009124388770451622
full_pred,40370,series3_parallel2,series2x2_parallel1,False,0.20000000298023224,0.13686512410640717,287.4648132324219,372.9938049316406,26832.48828125,5262.15234375,277.2648620605469,0.017191521705143036
full_pred,15399,series3,series3,True,1.0,0.9690921902656555,83.67990112304688,89.94422149658203,38236.4921875,4371.53955078125,149.35455322265625,0.00926057497660319
full_pred,13165,series2x2_parallel1,parallel5,False,4.0,2.922224283218384,328.0104064941406,348.4332275390625,30205.734375,5760.1474609375,314.5290222167969,0.01950204750848195
full_pred,33102,series3_parallel2,series3_parallel2,True,0.125,0.1342334896326065,272.230712890625,273.9581298828125,25209.30078125,3865.772705078125,194.7024383544922,0.012072323806702144
full_pred,8882,series3_parallel2,parallel5,False,4.0,3.661639451980591,107.13310241699219,107.9470443725586,24006.27734375,5184.58154296875,214.12664794921875,0.013276701881771996
full_pred,28899,series2x2_parallel1,parallel5,False,2.0,2.0389513969421387,825.331787109375,822.4915161132812,20831.431640625,4221.18896484375,183.0653839111328,0.01135078025242639
full_pred,38562,series2x2_parallel1,series3_parallel2,False,2.0,1.634488582611084,162.32550048828125,204.77957153320312,13663.2392578125,2137.763671875,121.67595672607422,0.0075443921581147206
full_pred,26473,parallel5,parallel5,True,0.33329999446868896,0.30726882815361023,178.75430297851562,194.531494140625,22242.150390625,4153.2998046875,232.7007293701172,0.014428368636540003
full_pred,22517,series3_parallel2,series3_parallel2,True,0.25,0.1420663744211197,320.47900390625,422.5643310546875,36726.44921875,7575.56689453125,313.7024841308594,0.019450798867240784
full_pred,22345,parallel5,parallel5,True,0.25,0.31012803316116333,468.8164978027344,383.4762878417969,10187.732421875,1892.9775390625,180.80833435058594,0.011210834223126609
full_pred,47803,series2x2_parallel1,series2x2_parallel1,True,0.33329999446868896,0.3079501986503601,169.66380310058594,196.07244873046875,8221.0341796875,1387.2210693359375,143.17083740234375,0.008877160057188973
full_pred,13335,series3,series3,True,0.16670000553131104,0.14925557374954224,684.8107299804688,697.2391967773438,30524.734375,6375.8173828125,193.65374755859375,0.01200730081588503
full_pred,3412,parallel5,parallel5,True,0.16670000553131104,0.1328911930322647,71.68289947509766,71.49696350097656,36620.72265625,2229.70068359375,28.997037887573242,0.001797931416640206
full_pred,46363,series2x2_parallel1,parallel5,False,1.0,0.9918434023857117,222.75509643554688,227.63743591308594,37830.875,6574.66064453125,220.1646270751953,0.01365108054781717
full_pred,2111,parallel5,parallel5,True,0.20000000298023224,0.15772178769111633,228.85690307617188,200.25828552246094,14234.7001953125,2713.251220703125,190.6994171142578,0.011824120604802691
full_pred,10378,series3,series3,True,0.16670000553131104,0.1516670435667038,116.23639678955078,112.93865203857422,16685.787109375,1464.4801025390625,67.91889953613281,0.004211241290682838
full_pred,28464,series3_parallel2,series3_parallel2,True,0.666700005531311,0.6441795825958252,445.20111083984375,499.9216003417969,26168.185546875,5328.20654296875,283.166748046875,0.017557462056477863
full_pred,29857,parallel5,parallel5,True,3.0,3.073075294494629,656.1373291015625,736.4581909179688,8390.1982421875,1738.5343017578125,143.08631896972656,0.008871919578976102
full_pred,22944,parallel5,series3_parallel2,False,4.0,3.54911732673645,853.2266845703125,810.2658081054688,20724.537109375,4444.306640625,231.1221923828125,0.01433049307929145
full_pred,32115,series3,series3,True,0.33329999446868896,0.3087886869907379,105.88619995117188,94.31848907470703,38042.765625,4598.79736328125,104.69198608398438,0.006491318581596253
full_pred,17772,series2x2_parallel1,series3_parallel2,False,3.0,2.391639471054077,246.6903076171875,282.8771057128906,18107.751953125,3701.07958984375,252.0223846435547,0.015626387936728343
full_pred,11345,series3,series3,True,3.0,3.3681023120880127,342.3002014160156,352.2928466796875,24300.375,5107.2763671875,237.18148803710938,0.01470619345468188
full_pred,25715,series2x2_parallel1,parallel5,False,3.0,1.5018597841262817,89.36750030517578,103.0164794921875,32369.55078125,5935.57275390625,179.0364532470703,0.011100970563434419
full_pred,48899,parallel5,parallel5,True,2.0,1.7305399179458618,433.32940673828125,462.9521179199219,27395.982421875,5300.5712890625,262.7956848144531,0.0162943752985152
full_pred,21614,parallel5,parallel5,True,0.25,0.2762144207954407,193.6486053466797,178.8219451904297,39171.01953125,4616.15625,240.61819458007812,0.01491928289807032
full_pred,15745,series3,series3,True,2.0,1.6521726846694946,442.7474060058594,431.45208740234375,34613.828125,7570.419921875,243.06932067871094,0.015071262442876422
full_pred,2865,parallel5,series3_parallel2,False,2.0,1.8624464273452759,489.1098937988281,494.8320617675781,13005.171875,2605.41015625,219.63841247558594,0.013618453154488215
full_pred,2551,series3,series3,True,1.5,1.4567947387695312,281.7267150878906,272.00762939453125,19306.72265625,4117.00048828125,133.92056274414062,0.00830360632094126
full_pred,2979,parallel5,parallel5,True,1.0,0.9665921926498413,368.0281982421875,401.8182373046875,16188.03125,3393.5732421875,245.2379150390625,0.015205723898751395
full_pred,4089,series2x2_parallel1,series3,False,0.33329999446868896,0.30063700675964355,859.3148803710938,820.5804443359375,29510.634765625,6302.41943359375,250.5222625732422,0.015533374415503608
full_pred,36855,series3_parallel2,series2x2_parallel1,False,1.5,1.2176008224487305,458.3528137207031,464.3141174316406,7875.2060546875,1704.6771240234375,154.87730407714844,0.009603007445259699
full_pred,14765,parallel5,parallel5,True,1.5,1.2804834842681885,84.03970336914062,93.48949432373047,28711.998046875,4360.25390625,129.0991973876953,0.00800466253643944
full_pred,38749,series2x2_parallel1,series3,False,1.0,0.8386388421058655,77.9385986328125,102.19490814208984,32106.37890625,5322.1611328125,195.42677307128906,0.012117235433487665
full_pred,13958,parallel5,parallel5,True,0.666700005531311,0.6204958558082581,98.77420043945312,106.0309829711914,35355.23828125,3841.879638671875,147.244384765625,0.0091297361585829
full_pred,33238,parallel5,series2x2_parallel1,False,1.0,0.9699503183364868,200.42520141601562,191.38377380371094,33199.73046875,6379.6103515625,251.423095703125,0.015589229644290985
