id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,ratio_log2,freq_log2,algorithm_idx
34926,series2x2_parallel1,447.622,0.2,1.2834,1.73,0.8277,1.0214,4.2937,0.0,0.0,0.0,0.0,0.0,-2.321928,8.806137,1
522,series3_parallel2,229.4672,1.0,3.5968,4.166,2.5366,1.1072,3.8905,0.0,0.0,0.0,0.0,0.0,0.0,7.842144,3
2433,parallel5,115.6411,2.0,2.5659,0.8431,3.2469,0.726,2.7289,0.0,0.0,0.0,0.0,0.0,1.0,6.8535104,0
35551,parallel5,98.0726,0.2,0.7252,2.961,0.1792,3.6927,4.2513,0.0,0.0,0.0,0.0,0.0,-2.321928,6.6157784,0
3334,parallel5,121.7908,0.5,1.1677,4.2016,3.6111,3.1784,1.1895,0.0,0.0,0.0,0.0,0.0,-1.0,6.9282613,0
17513,parallel5,122.2892,0.1667,5.8117,3.6274,3.379,1.1369,3.4746,0.0,0.0,0.0,0.0,0.0,-2.584674,6.934153,0
36634,series3_parallel2,427.5377,0.25,1.2461,3.0773,1.5108,3.3638,4.9423,0.0,0.0,0.0,0.0,0.0,-2.0,8.739908,3
5568,series3,365.2238,0.2,1.5616,1.9609,2.6408,3.8151,0.9411,0.0,0.0,0.0,0.0,0.0,-2.321928,8.512637,2
19860,series3,86.4955,4.0,0.4085,5.6452,0.7451,2.3979,2.6449,0.0,0.0,0.0,0.0,0.0,2.0,6.434553,2
23064,series2x2_parallel1,388.1485,0.1667,0.9684,4.0974,4.1882,0.5834,0.724,0.0,0.0,0.0,0.0,0.0,-2.584674,8.600465,1
24306,series2x2_parallel1,396.0663,3.0,1.2189,0.3305,3.9308,4.6315,3.6448,0.0,0.0,0.0,0.0,0.0,1.5849625,8.629599,1
22811,parallel5,537.2045,0.5,3.9968,0.5625,0.7906,3.0988,1.6732,0.0,0.0,0.0,0.0,0.0,-1.0,9.069327,0
30749,series3,419.5884,0.2,0.7825,5.0191,4.1842,3.4015,2.7592,0.0,0.0,0.0,0.0,0.0,-2.321928,8.7128315,2
43598,series2x2_parallel1,108.0973,0.3333,0.6224,0.7367,4.3296,0.7723,3.9467,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.7561865,1
44564,parallel5,397.8308,0.125,0.3739,4.9543,3.2798,2.6514,0.7288,0.0,0.0,0.0,0.0,0.0,-3.0,8.636011,0
18228,series3_parallel2,459.9401,0.6667,1.6386,0.228,0.9963,2.6686,1.3326,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.845303,3
44253,series3,83.192,0.125,1.2455,4.8669,2.1204,1.9802,0.1601,0.0,0.0,0.0,0.0,0.0,-3.0,6.378373,2
36411,parallel5,560.4076,0.25,2.4039,2.0527,1.2872,2.0706,2.9869,0.0,0.0,0.0,0.0,0.0,-2.0,9.130333,0
35299,parallel5,136.6573,0.5,5.2082,0.5486,0.8462,0.3304,2.8476,0.0,0.0,0.0,0.0,0.0,-1.0,7.0944185,0
36540,series2x2_parallel1,86.299,0.125,3.945,0.4519,0.5279,2.4296,1.0656,0.0,0.0,0.0,0.0,0.0,-3.0,6.431272,1
46945,series3_parallel2,254.5848,0.6667,1.4705,0.9592,4.6811,3.0246,3.1067,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.9920025,3
11669,series2x2_parallel1,109.8601,0.25,0.9348,1.8006,1.9974,1.3052,0.8272,0.0,0.0,0.0,0.0,0.0,-2.0,6.779524,1
37129,series3,361.0608,3.0,3.077,1.5522,4.3044,1.8486,5.9747,0.0,0.0,0.0,0.0,0.0,1.5849625,8.496098,2
36575,series2x2_parallel1,224.7241,0.125,0.6179,2.6006,3.4495,4.4186,0.7341,0.0,0.0,0.0,0.0,0.0,-3.0,7.8120112,1
30224,series3_parallel2,256.9478,0.2,4.0079,1.5308,1.7708,4.0742,5.6085,0.0,0.0,0.0,0.0,0.0,-2.321928,8.005332,3
35961,series3,106.237,0.1667,5.3243,0.2556,1.7378,3.4283,2.002,0.0,0.0,0.0,0.0,0.0,-2.584674,6.7311425,2
22343,series3,752.6349,0.125,2.0957,2.8675,3.9107,0.6937,1.7511,0.0,0.0,0.0,0.0,0.0,-3.0,9.555806,2
33746,series3,129.9144,0.2,2.5984,2.9464,2.3232,0.8586,2.6914,0.0,0.0,0.0,0.0,0.0,-2.321928,7.0214176,2
13686,parallel5,227.4726,0.6667,0.7926,2.2552,1.9461,2.2192,5.886,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.829549,0
3976,series3_parallel2,279.3482,0.25,0.3172,1.762,2.6605,1.887,3.0023,0.0,0.0,0.0,0.0,0.0,-2.0,8.12592,3
31013,parallel5,79.2239,1.5,0.4644,1.2325,4.2489,0.4117,0.2224,0.0,0.0,0.0,0.0,0.0,0.5849625,6.3078637,0
45443,series3_parallel2,178.0482,1.5,4.0716,3.682,0.9337,1.6978,1.5526,0.0,0.0,0.0,0.0,0.0,0.5849625,7.4761243,3
39097,series3_parallel2,608.9198,0.25,1.4834,2.638,5.823,0.4029,0.2864,0.0,0.0,0.0,0.0,0.0,-2.0,9.250109,3
17212,series3_parallel2,105.2194,0.6667,1.4415,1.868,0.7839,0.1631,3.5645,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.717257,3
11246,series2x2_parallel1,300.7761,0.25,2.8264,3.6303,2.0343,1.1067,3.4738,0.0,0.0,0.0,0.0,0.0,-2.0,8.232546,1
35631,parallel5,615.7238,0.5,0.3369,1.063,1.064,0.681,2.7546,0.0,0.0,0.0,0.0,0.0,-1.0,9.26614,0
5455,series3,779.3867,2.0,3.0555,2.9184,0.4009,1.0483,4.4343,0.0,0.0,0.0,0.0,0.0,1.0,9.606195,2
48817,series3,171.4978,0.6667,2.6515,1.5407,1.7675,0.1707,3.3197,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.422046,2
20756,series3,531.6105,1.0,3.7432,3.7055,2.8129,1.8185,5.3698,0.0,0.0,0.0,0.0,0.0,0.0,9.054226,2
12044,series2x2_parallel1,205.8781,0.2,1.7716,0.6541,0.44,2.0096,2.1947,0.0,0.0,0.0,0.0,0.0,-2.321928,7.6856465,1
13025,parallel5,413.57,0.3333,3.4014,0.6921,3.5079,0.4885,1.1879,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.691988,0
1381,series3,112.2017,0.2,1.6355,3.0628,0.8641,1.3486,2.2437,0.0,0.0,0.0,0.0,0.0,-2.321928,6.809951,2
44375,series3,107.1395,0.25,0.1926,0.6324,4.1034,3.651,3.4834,0.0,0.0,0.0,0.0,0.0,-2.0,6.7433467,2
2013,series2x2_parallel1,75.4071,1.0,4.1496,3.1437,3.8149,3.5399,4.4624,0.0,0.0,0.0,0.0,0.0,0.0,6.2366285,1
12127,parallel5,254.3525,0.25,1.7569,3.8755,3.4954,1.4203,3.4771,0.0,0.0,0.0,0.0,0.0,-2.0,7.9906855,0
48116,series3,71.5286,0.6667,3.2317,3.1573,2.9516,2.631,3.6591,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.1604486,2
35229,series3_parallel2,205.4552,3.0,1.6096,1.5223,5.4552,2.3786,0.5042,0.0,0.0,0.0,0.0,0.0,1.5849625,7.68268,3
45797,series3_parallel2,705.6231,0.25,1.8257,2.5354,1.6689,1.3835,5.2164,0.0,0.0,0.0,0.0,0.0,-2.0,9.462754,3
4515,series3_parallel2,288.4969,2.0,3.3185,3.6929,0.5051,2.0607,3.3129,0.0,0.0,0.0,0.0,0.0,1.0,8.172412,3
22020,series2x2_parallel1,90.4132,1.0,2.5979,0.4903,1.2175,3.2251,0.6292,0.0,0.0,0.0,0.0,0.0,0.0,6.4984617,1
15064,series3,104.8679,2.0,3.5344,1.2737,3.9076,3.7785,2.2043,0.0,0.0,0.0,0.0,0.0,1.0,6.7124295,2
20744,series3_parallel2,482.5705,0.1667,3.3235,0.3312,1.4577,2.452,0.4333,0.0,0.0,0.0,0.0,0.0,-2.584674,8.914596,3
37912,parallel5,739.179,0.25,0.5612,1.7934,1.7906,1.9066,0.5813,0.0,0.0,0.0,0.0,0.0,-2.0,9.52978,0
19112,series3,506.4946,0.2,1.6545,2.0188,3.7928,2.4005,1.22,0.0,0.0,0.0,0.0,0.0,-2.321928,8.984403,2
8290,series3,866.0622,0.3333,2.9366,2.372,0.5487,1.635,1.4142,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.758327,2
37971,series3_parallel2,292.3861,0.1667,1.0073,2.9768,1.3727,4.3969,1.7993,0.0,0.0,0.0,0.0,0.0,-2.584674,8.1917305,3
29994,series2x2_parallel1,138.1746,0.6667,2.5342,2.6121,4.1874,3.9845,0.3558,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.1103487,1
12647,series3,353.2404,0.1667,1.6477,3.5491,5.6948,3.9468,2.4833,0.0,0.0,0.0,0.0,0.0,-2.584674,8.464506,2
26493,series3_parallel2,121.905,1.5,0.8017,3.8783,3.2626,0.811,0.6472,0.0,0.0,0.0,0.0,0.0,0.5849625,6.9296136,3
42398,series2x2_parallel1,377.5587,0.6667,1.3361,0.4865,1.9125,3.8678,3.9581,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.560557,1
41421,series3,870.0458,2.0,4.0342,0.4575,0.4108,4.6769,2.2533,0.0,0.0,0.0,0.0,0.0,1.0,9.764948,2
5390,parallel5,154.3492,0.3333,0.7556,3.2901,1.8683,0.5901,1.398,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.2700543,0
44598,series3_parallel2,289.634,2.0,0.3368,3.5621,0.3414,3.0025,0.4027,0.0,0.0,0.0,0.0,0.0,1.0,8.178087,3
15781,parallel5,92.7907,4.0,1.5715,0.3223,5.3461,4.2177,1.9082,0.0,0.0,0.0,0.0,0.0,2.0,6.535908,0
43859,series3_parallel2,333.8358,0.25,4.8922,0.7009,0.4368,1.6042,0.3506,0.0,0.0,0.0,0.0,0.0,-2.0,8.382995,3
38245,series2x2_parallel1,445.0016,4.0,0.535,3.8738,5.3706,0.3566,2.9523,0.0,0.0,0.0,0.0,0.0,2.0,8.797667,1
30695,parallel5,116.9499,1.5,3.8073,4.042,5.3052,2.9516,4.1031,0.0,0.0,0.0,0.0,0.0,0.5849625,6.8697467,0
11182,series3_parallel2,206.2299,0.25,0.2412,2.1288,3.062,0.5184,3.5457,0.0,0.0,0.0,0.0,0.0,-2.0,7.68811,3
42926,series3_parallel2,247.3649,0.1667,4.7631,0.5646,3.4524,3.8046,2.4017,0.0,0.0,0.0,0.0,0.0,-2.584674,7.950497,3
40875,parallel5,117.9368,0.1667,0.6705,2.8258,0.6327,4.8817,1.4236,0.0,0.0,0.0,0.0,0.0,-2.584674,6.8818703,0
47823,series3_parallel2,625.1721,0.3333,1.6344,5.4044,2.1081,1.5567,1.6571,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.28811,3
1622,parallel5,433.358,4.0,0.3823,0.6323,3.0792,0.4455,2.669,0.0,0.0,0.0,0.0,0.0,2.0,8.759416,0
21780,series3,345.6996,0.1667,2.6175,3.7771,3.3333,2.1213,1.0061,0.0,0.0,0.0,0.0,0.0,-2.584674,8.433375,2
20480,series3,473.4154,0.3333,3.6545,4.1813,2.3013,0.4361,4.1999,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.886963,2
42833,parallel5,167.0188,0.2,1.0891,2.5666,0.7951,4.092,2.3567,0.0,0.0,0.0,0.0,0.0,-2.321928,7.383867,0
34611,series3,126.7171,4.0,1.7599,2.1718,1.0327,1.8705,4.862,0.0,0.0,0.0,0.0,0.0,2.0,6.9854674,2
31546,series3_parallel2,813.4744,0.1667,1.3765,0.2609,3.5925,3.3116,1.7924,0.0,0.0,0.0,0.0,0.0,-2.584674,9.6679535,3
32902,series3,845.5829,1.0,2.7611,0.8268,2.7437,5.9273,1.6851,0.0,0.0,0.0,0.0,0.0,0.0,9.723803,2
31016,series3_parallel2,201.2026,0.2,2.0422,0.5402,1.859,1.4732,0.4593,0.0,0.0,0.0,0.0,0.0,-2.321928,7.6525054,3
18609,series3,264.3254,4.0,0.4675,3.6146,1.9426,0.5074,2.3718,0.0,0.0,0.0,0.0,0.0,2.0,8.046171,2
12328,series3_parallel2,861.8936,0.5,0.2683,4.1149,1.441,3.8813,1.7366,0.0,0.0,0.0,0.0,0.0,-1.0,9.751366,3
4047,parallel5,78.203,0.5,0.5167,3.0005,3.2049,1.1986,3.5452,0.0,0.0,0.0,0.0,0.0,-1.0,6.289152,0
15894,series3,434.7345,3.0,2.9239,2.4632,0.7048,1.4123,0.1519,0.0,0.0,0.0,0.0,0.0,1.5849625,8.76399,2
9192,parallel5,68.8832,1.0,3.0128,3.2578,0.8726,5.3616,1.4531,0.0,0.0,0.0,0.0,0.0,0.0,6.10608,0
34744,series3,212.9607,0.2,2.1777,0.362,1.3878,1.3407,1.6439,0.0,0.0,0.0,0.0,0.0,-2.321928,7.734443,2
11364,series3_parallel2,307.1341,2.0,0.3274,0.3588,0.8057,2.3319,1.4369,0.0,0.0,0.0,0.0,0.0,1.0,8.262725,3
19763,series2x2_parallel1,109.147,1.5,1.2139,1.7169,1.1005,2.0826,4.0107,0.0,0.0,0.0,0.0,0.0,0.5849625,6.7701287,1
26738,parallel5,152.1694,0.25,3.3246,3.3679,0.2277,0.8871,0.4609,0.0,0.0,0.0,0.0,0.0,-2.0,7.2495346,0
43091,parallel5,394.6357,1.5,1.1374,2.7075,3.9768,3.2928,0.3249,0.0,0.0,0.0,0.0,0.0,0.5849625,8.624377,0
7697,parallel5,503.4382,0.25,1.6668,2.6357,0.7692,1.3684,3.8737,0.0,0.0,0.0,0.0,0.0,-2.0,8.975671,0
24881,parallel5,149.3499,0.3333,5.8302,4.0271,2.697,2.9779,1.7,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.2225523,0
38833,series2x2_parallel1,146.6482,0.125,1.4589,5.3517,3.3785,0.8585,0.2259,0.0,0.0,0.0,0.0,0.0,-3.0,7.1962156,1
16205,parallel5,595.2447,0.1667,3.1678,0.328,1.0166,1.3258,0.8294,0.0,0.0,0.0,0.0,0.0,-2.584674,9.217339,0
38834,series2x2_parallel1,856.525,0.125,3.1608,1.1239,2.9986,1.5702,0.6169,0.0,0.0,0.0,0.0,0.0,-3.0,9.742352,1
40508,series3_parallel2,303.9132,2.0,3.7491,2.4744,4.1381,0.9754,3.7454,0.0,0.0,0.0,0.0,0.0,1.0,8.247516,3
12252,series3,75.4958,4.0,3.5439,1.8363,2.4857,1.5565,3.7198,0.0,0.0,0.0,0.0,0.0,2.0,6.2383246,2
28769,parallel5,861.8834,0.25,1.3631,1.7989,2.1104,3.2406,0.7043,0.0,0.0,0.0,0.0,0.0,-2.0,9.7513485,0
17278,parallel5,252.526,0.5,1.2877,1.0569,3.5486,1.3637,3.4084,0.0,0.0,0.0,0.0,0.0,-1.0,7.980288,0
7648,series2x2_parallel1,875.325,4.0,3.5241,1.23,0.3577,1.7396,3.4514,0.0,0.0,0.0,0.0,0.0,2.0,9.773675,1
44743,series3,252.7964,3.0,0.8524,4.1895,2.8499,2.285,1.5486,0.0,0.0,0.0,0.0,0.0,1.5849625,7.981832,2
13148,series3,721.1815,0.125,0.3751,1.1653,2.3433,1.0607,3.8663,0.0,0.0,0.0,0.0,0.0,-3.0,9.494219,2
46814,series3,322.5614,1.0,2.0687,0.4962,3.7095,0.9552,3.2382,0.0,0.0,0.0,0.0,0.0,0.0,8.33343,2
28970,series3_parallel2,572.0325,2.0,1.4189,0.2602,0.7078,0.2141,2.2981,0.0,0.0,0.0,0.0,0.0,1.0,9.159953,3
7483,series3_parallel2,300.2399,0.1667,1.2047,0.6504,0.8331,0.3104,0.6644,0.0,0.0,0.0,0.0,0.0,-2.584674,8.229972,3
47318,series3_parallel2,268.4323,1.0,0.4572,3.6934,5.6419,1.806,1.7342,0.0,0.0,0.0,0.0,0.0,0.0,8.068415,3
46338,series3_parallel2,305.6931,0.6667,0.9483,4.6094,2.0607,3.3226,0.33,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.25594,3
881,series2x2_parallel1,114.9613,3.0,1.1969,4.0889,1.13,1.0429,3.7987,0.0,0.0,0.0,0.0,0.0,1.5849625,6.8450046,1
750,series3,178.9043,1.0,3.4459,1.6195,1.4361,3.2184,2.4395,0.0,0.0,0.0,0.0,0.0,0.0,7.483044,2
20569,series2x2_parallel1,319.8125,0.125,1.7114,5.6297,1.1715,1.7493,0.5539,0.0,0.0,0.0,0.0,0.0,-3.0,8.321082,1
31386,series3,178.7362,0.1667,2.0351,1.62,5.1922,1.0775,1.6052,0.0,0.0,0.0,0.0,0.0,-2.584674,7.481688,2
27641,series3,189.3575,0.1667,4.8006,0.1894,1.6382,0.9989,0.7806,0.0,0.0,0.0,0.0,0.0,-2.584674,7.5649686,2
20089,parallel5,65.273,0.6667,2.7689,1.0682,1.3642,0.1779,4.2083,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.0284147,0
46081,series3,181.2043,3.0,5.5091,0.203,1.5097,2.4408,1.1319,0.0,0.0,0.0,0.0,0.0,1.5849625,7.5014734,2
48716,series2x2_parallel1,329.1654,4.0,3.1234,4.9965,0.3723,3.1151,4.3296,0.0,0.0,0.0,0.0,0.0,2.0,8.362669,1
35050,series3,95.312,3.0,2.1643,3.3644,1.8461,0.3057,0.5927,0.0,0.0,0.0,0.0,0.0,1.5849625,6.574586,2
6078,series2x2_parallel1,781.8614,0.125,3.9836,0.4348,1.3402,1.2287,0.5286,0.0,0.0,0.0,0.0,0.0,-3.0,9.610769,1
22179,series2x2_parallel1,236.2725,0.25,3.3126,2.6823,0.6652,4.4028,1.333,0.0,0.0,0.0,0.0,0.0,-2.0,7.884308,1
3198,series3,88.8441,3.0,2.3409,1.5992,1.2025,2.0056,3.5713,0.0,0.0,0.0,0.0,0.0,1.5849625,6.473204,2
13641,series3_parallel2,689.4511,0.2,3.9374,3.0546,1.3602,2.1799,2.5094,0.0,0.0,0.0,0.0,0.0,-2.321928,9.429304,3
5151,series3,266.9988,2.0,1.7125,0.5629,5.6835,3.529,0.7299,0.0,0.0,0.0,0.0,0.0,1.0,8.06069,2
42884,series2x2_parallel1,876.5632,0.3333,3.491,2.7247,3.1288,2.1915,5.9631,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.775714,1
25675,series2x2_parallel1,188.6523,3.0,1.5411,4.1569,4.2531,5.4751,2.336,0.0,0.0,0.0,0.0,0.0,1.5849625,7.559586,1
36936,parallel5,540.0546,3.0,1.4759,1.2887,4.7299,4.162,1.0743,0.0,0.0,0.0,0.0,0.0,1.5849625,9.0769615,0
14037,series3_parallel2,131.9149,0.2,0.7181,4.3524,1.1144,5.0778,4.3423,0.0,0.0,0.0,0.0,0.0,-2.321928,7.0434637,3
29878,series3_parallel2,201.8822,0.125,2.6849,0.9607,2.7871,1.4677,1.4658,0.0,0.0,0.0,0.0,0.0,-3.0,7.65737,3
32823,series2x2_parallel1,307.8109,2.0,5.7822,2.3321,1.1605,3.0667,2.4501,0.0,0.0,0.0,0.0,0.0,1.0,8.265901,1
29331,series3_parallel2,105.7012,0.25,2.4126,3.2544,1.5919,5.3784,2.7971,0.0,0.0,0.0,0.0,0.0,-2.0,6.723848,3
48850,series3_parallel2,90.6297,0.6667,3.2675,3.0919,1.4784,1.6826,1.8667,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.501912,3
32483,parallel5,505.8178,0.1667,3.0263,1.2923,4.8011,3.3924,2.6872,0.0,0.0,0.0,0.0,0.0,-2.584674,8.982474,0
10087,series3_parallel2,74.2626,0.25,0.5509,2.7736,4.2224,2.3349,0.7017,0.0,0.0,0.0,0.0,0.0,-2.0,6.214564,3
21925,parallel5,236.3065,0.6667,2.2619,3.7116,5.3004,1.6502,0.6229,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.884516,0
19281,series2x2_parallel1,191.1498,0.6667,2.4898,1.8705,0.8804,3.8431,0.4521,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.57856,1
26441,parallel5,539.7256,1.0,3.1481,1.6736,0.6606,3.8345,2.7951,0.0,0.0,0.0,0.0,0.0,0.0,9.076082,0
21055,series3_parallel2,86.142,0.5,3.9291,0.3266,2.278,1.1441,0.801,0.0,0.0,0.0,0.0,0.0,-1.0,6.4286447,3
49164,series2x2_parallel1,353.3972,4.0,1.0166,1.5832,5.5914,2.4581,1.9295,0.0,0.0,0.0,0.0,0.0,2.0,8.465147,1
18470,parallel5,225.203,0.2,0.4379,4.087,4.1785,0.212,1.0449,0.0,0.0,0.0,0.0,0.0,-2.321928,7.815082,0
31752,series3,354.3315,3.0,0.1622,0.4105,2.4502,2.6231,1.4662,0.0,0.0,0.0,0.0,0.0,1.5849625,8.468956,2
20193,series3,237.1884,0.3333,1.9275,3.5772,2.3235,0.5556,0.9708,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.8898897,2
2981,series3,197.6894,0.125,0.243,4.1914,1.5401,0.4639,1.0575,0.0,0.0,0.0,0.0,0.0,-3.0,7.627092,2
44486,series2x2_parallel1,101.1299,3.0,0.5244,1.6864,0.9002,3.8623,0.8365,0.0,0.0,0.0,0.0,0.0,1.5849625,6.6600657,1
9289,parallel5,176.5654,0.5,1.2431,3.5455,3.739,3.8899,1.7524,0.0,0.0,0.0,0.0,0.0,-1.0,7.464059,0
11327,series3_parallel2,163.2303,0.2,1.9859,4.0339,1.54,0.371,5.9132,0.0,0.0,0.0,0.0,0.0,-2.321928,7.350765,3
32211,series3_parallel2,91.9979,4.0,1.193,5.39,2.4574,2.4825,1.6107,0.0,0.0,0.0,0.0,0.0,2.0,6.523529,3
45171,series3_parallel2,216.5026,0.3333,2.0813,1.9735,1.6683,1.5369,2.8653,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.7582407,3
48029,series2x2_parallel1,90.1391,0.25,3.3925,2.432,2.4762,2.0238,0.4393,0.0,0.0,0.0,0.0,0.0,-2.0,6.494081,1
39642,parallel5,319.0721,0.6667,1.3887,3.4576,2.6672,1.4648,5.8999,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.317739,0
32646,series3_parallel2,257.0867,0.6667,1.009,0.8835,0.5132,1.5492,3.5707,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.006111,3
17587,series3_parallel2,121.5118,2.0,4.6521,1.7236,4.2399,3.2649,0.2642,0.0,0.0,0.0,0.0,0.0,1.0,6.9249525,3
44629,series3_parallel2,249.5545,0.5,2.5234,0.1742,0.9219,2.443,3.5662,0.0,0.0,0.0,0.0,0.0,-1.0,7.963211,3
30344,series2x2_parallel1,125.6968,0.6667,0.641,4.2672,4.6378,4.6445,2.5951,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.973804,1
47436,series3,240.1774,1.0,3.6932,1.2528,3.7456,2.5722,4.1414,0.0,0.0,0.0,0.0,0.0,0.0,7.9079566,2
10059,series2x2_parallel1,565.2194,1.0,1.5405,0.7229,1.8792,1.8554,3.583,0.0,0.0,0.0,0.0,0.0,0.0,9.142667,1
40411,parallel5,625.8771,0.6667,0.4074,1.5149,0.8735,2.8209,4.1166,0.0,0.0,0.0,0.0,0.0,-0.58489037,9.289736,0
6754,series3_parallel2,167.4389,0.5,3.1542,0.4668,3.4833,3.2634,3.1718,0.0,0.0,0.0,0.0,0.0,-1.0,7.3874907,3
421,parallel5,399.0556,4.0,1.3509,1.1313,3.3364,4.0479,0.589,0.0,0.0,0.0,0.0,0.0,2.0,8.640446,0
43614,series3_parallel2,456.2387,0.3333,0.703,0.9467,1.1285,5.124,0.9423,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.833645,3
34597,series2x2_parallel1,428.751,3.0,5.579,1.9192,0.6108,2.5168,1.097,0.0,0.0,0.0,0.0,0.0,1.5849625,8.743997,1
39429,series3_parallel2,539.8906,0.1667,1.5917,0.3622,3.2355,1.1814,1.944,0.0,0.0,0.0,0.0,0.0,-2.584674,9.076524,3
1886,series3,132.8885,0.1667,3.0619,1.6088,3.3068,3.9132,0.9263,0.0,0.0,0.0,0.0,0.0,-2.584674,7.0540724,2
1613,series3,479.0045,0.125,0.3866,1.6065,1.7829,0.6797,2.754,0.0,0.0,0.0,0.0,0.0,-3.0,8.903895,2
19218,series3_parallel2,165.0913,0.125,5.2149,2.8182,0.2213,4.165,2.4173,0.0,0.0,0.0,0.0,0.0,-3.0,7.3671203,3
