id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,freq_log2,ratio_log2,ratio_idx,algorithm_idx
2381,series3,111.5743,1.5,1.7968,1.3445,3.5119,2.5658,1.0667,0.0,0.0,0.0,0.0,0.0,6.801861,0.5849625,8,2
1786,parallel5,631.4854,2.0,1.6453,3.9626,2.0659,0.555,0.8707,0.0,0.0,0.0,0.0,0.0,9.302606,1.0,9,0
3321,series2x2_parallel1,127.9127,0.2,1.0188,0.8364,0.9084,0.5226,2.0855,0.0,0.0,0.0,0.0,0.0,6.999016,-2.321928,2,1
2586,series3,449.3888,3.0,3.0738,3.3184,4.1132,0.1749,2.3075,0.0,0.0,0.0,0.0,0.0,8.81182,1.5849625,10,2
1574,series3,78.8592,0.6667,1.9437,0.2643,0.9395,4.0257,1.1882,0.0,0.0,0.0,0.0,0.0,6.301207,-0.58489037,6,2
283,series3,541.6067,0.2,0.451,3.5955,2.5188,0.7066,3.4686,0.0,0.0,0.0,0.0,0.0,9.081101,-2.321928,2,2
3658,series3,69.4573,0.125,3.5232,4.2968,2.4764,4.78,3.3243,0.0,0.0,0.0,0.0,0.0,6.1180544,-3.0,0,2
2679,series3,83.2105,0.3333,2.459,0.2563,2.194,3.0716,4.6303,0.0,0.0,0.0,0.0,0.0,6.3786936,-1.5851068,4,2
3436,series3,82.6529,1.0,1.1901,1.6321,1.5977,0.964,0.1737,0.0,0.0,0.0,0.0,0.0,6.3689938,0.0,7,2
4021,parallel5,231.0257,0.25,1.5826,4.987,0.709,3.1179,0.6438,0.0,0.0,0.0,0.0,0.0,7.8519096,-2.0,3,0
1677,parallel5,79.1345,0.25,1.0566,0.4347,1.3881,0.5535,0.3159,0.0,0.0,0.0,0.0,0.0,6.306235,-2.0,3,0
2319,parallel5,102.6933,0.3333,0.2926,0.7371,2.8044,0.8986,0.3972,0.0,0.0,0.0,0.0,0.0,6.682198,-1.5851068,4,0
783,series3_parallel2,794.255,0.125,2.6565,1.1806,4.7845,2.6565,3.078,0.0,0.0,0.0,0.0,0.0,9.633458,-3.0,0,3
3367,parallel5,420.7513,4.0,1.488,1.9339,2.4935,0.9749,5.5785,0.0,0.0,0.0,0.0,0.0,8.716824,2.0,11,0
626,series3_parallel2,85.9107,2.0,0.7661,1.4724,3.8729,0.1722,3.8884,0.0,0.0,0.0,0.0,0.0,6.424766,1.0,9,3
3930,series3,626.8663,0.5,4.9798,1.2104,3.6158,4.3935,0.5997,0.0,0.0,0.0,0.0,0.0,9.292014,-1.0,5,2
1055,parallel5,422.9112,0.3333,0.9204,3.9987,2.4446,0.8983,3.9478,0.0,0.0,0.0,0.0,0.0,8.724211,-1.5851068,4,0
1906,series3,304.6325,1.0,0.2798,1.3946,3.839,3.2397,3.0323,0.0,0.0,0.0,0.0,0.0,8.250926,0.0,7,2
2739,series2x2_parallel1,134.0196,3.0,3.3646,2.7885,2.331,0.425,5.5417,0.0,0.0,0.0,0.0,0.0,7.0663004,1.5849625,10,1
2612,parallel5,70.3162,1.0,0.7612,0.4077,3.8492,2.9892,0.5718,0.0,0.0,0.0,0.0,0.0,6.135785,0.0,7,0
1388,series2x2_parallel1,199.9423,0.125,1.732,0.3623,1.7776,5.7927,2.929,0.0,0.0,0.0,0.0,0.0,7.64344,-3.0,0,1
580,series2x2_parallel1,265.1688,0.2,2.5547,1.1558,2.66,1.7626,3.0715,0.0,0.0,0.0,0.0,0.0,8.050767,-2.321928,2,1
490,series3_parallel2,119.8157,0.6667,4.4371,3.8392,0.5102,5.2273,0.4125,0.0,0.0,0.0,0.0,0.0,6.904673,-0.58489037,6,3
1984,series2x2_parallel1,65.6114,0.6667,0.3082,0.6745,1.1562,3.2767,4.9483,0.0,0.0,0.0,0.0,0.0,6.0358744,-0.58489037,6,1
2268,series3_parallel2,330.5298,3.0,4.0756,5.7998,3.3816,5.9937,1.8575,0.0,0.0,0.0,0.0,0.0,8.368636,1.5849625,10,3
1526,series3_parallel2,285.2922,2.0,1.1154,1.9951,0.5991,0.9358,3.7998,0.0,0.0,0.0,0.0,0.0,8.156297,1.0,9,3
2168,parallel5,323.8676,3.0,0.4764,0.8345,5.5881,2.6778,4.3934,0.0,0.0,0.0,0.0,0.0,8.33926,1.5849625,10,0
1454,parallel5,72.9518,1.0,0.2985,5.2808,2.5971,1.5385,0.4655,0.0,0.0,0.0,0.0,0.0,6.1888714,0.0,7,0
1595,series3_parallel2,82.9483,3.0,2.3164,1.2276,4.2016,0.6975,0.9341,0.0,0.0,0.0,0.0,0.0,6.3741407,1.5849625,10,3
966,series3_parallel2,74.7171,0.6667,2.3491,2.9489,0.7204,2.7261,1.9154,0.0,0.0,0.0,0.0,0.0,6.2233667,-0.58489037,6,3
2603,parallel5,798.5804,0.5,0.6959,2.4003,1.3695,1.6379,1.18,0.0,0.0,0.0,0.0,0.0,9.641294,-1.0,5,0
2855,series3,195.0295,3.0,0.814,2.7472,2.1883,3.9273,0.972,0.0,0.0,0.0,0.0,0.0,7.6075487,1.5849625,10,2
2304,series3,353.4681,1.5,5.3621,1.0743,1.6405,0.4929,3.1392,0.0,0.0,0.0,0.0,0.0,8.465436,0.5849625,8,2
681,series3,723.7572,0.6667,1.9169,3.4757,3.9654,0.4185,0.6968,0.0,0.0,0.0,0.0,0.0,9.499362,-0.58489037,6,2
4024,series3,333.0286,0.5,1.0737,2.9645,1.7023,3.2021,1.9856,0.0,0.0,0.0,0.0,0.0,8.379502,-1.0,5,2
2887,parallel5,309.265,0.5,2.9473,1.7638,3.356,1.6649,3.0952,0.0,0.0,0.0,0.0,0.0,8.272699,-1.0,5,0
2165,parallel5,242.2964,0.6667,0.5028,4.967,1.465,1.8801,1.0554,0.0,0.0,0.0,0.0,0.0,7.920629,-0.58489037,6,0
3723,series3,677.6996,1.0,0.1639,1.4647,4.8627,2.7256,1.4727,0.0,0.0,0.0,0.0,0.0,9.404502,0.0,7,2
2113,series2x2_parallel1,144.6138,1.0,5.7475,1.9827,2.1993,1.8531,0.7106,0.0,0.0,0.0,0.0,0.0,7.1760616,0.0,7,1
141,series3,461.1179,0.6667,1.1393,1.8255,1.462,3.2862,1.697,0.0,0.0,0.0,0.0,0.0,8.848991,-0.58489037,6,2
3900,parallel5,302.1383,1.0,1.4598,3.8669,5.214,5.584,2.0317,0.0,0.0,0.0,0.0,0.0,8.239065,0.0,7,0
4020,parallel5,110.7455,0.1667,0.3426,3.0128,1.2217,3.0199,1.8846,0.0,0.0,0.0,0.0,0.0,6.7911043,-2.584674,1,0
1417,series3,427.246,1.0,1.6904,1.2109,3.1814,1.7413,5.7257,0.0,0.0,0.0,0.0,0.0,8.738923,0.0,7,2
2002,series2x2_parallel1,344.6673,0.1667,4.7127,1.4182,4.1844,0.7951,5.5205,0.0,0.0,0.0,0.0,0.0,8.429061,-2.584674,1,1
1035,series3_parallel2,112.7633,0.125,1.0579,1.1211,1.3869,2.9291,2.0261,0.0,0.0,0.0,0.0,0.0,6.817154,-3.0,0,3
3782,series2x2_parallel1,174.8323,0.1667,2.8877,1.515,1.8557,2.7163,1.695,0.0,0.0,0.0,0.0,0.0,7.449828,-2.584674,1,1
751,parallel5,776.5637,0.125,0.805,1.7318,2.4567,3.1117,0.9779,0.0,0.0,0.0,0.0,0.0,9.600961,-3.0,0,0
349,series3_parallel2,440.9684,3.0,4.6632,2.6743,0.7318,3.9393,3.8567,0.0,0.0,0.0,0.0,0.0,8.784532,1.5849625,10,3
2777,series3_parallel2,208.3572,0.125,3.9131,4.0852,3.4379,0.7115,1.2043,0.0,0.0,0.0,0.0,0.0,7.702915,-3.0,0,3
2621,series3,191.8155,0.25,0.3673,5.876,2.6957,1.9617,1.7155,0.0,0.0,0.0,0.0,0.0,7.5835757,-2.0,3,2
1364,series3_parallel2,194.8139,0.2,3.9177,0.5103,2.7156,3.3406,1.0112,0.0,0.0,0.0,0.0,0.0,7.6059527,-2.321928,2,3
2847,series3,176.9779,0.6667,2.5386,0.8712,1.2984,5.6839,5.8566,0.0,0.0,0.0,0.0,0.0,7.4674253,-0.58489037,6,2
2140,series3,751.115,2.0,0.2104,3.7067,3.1695,5.1267,0.5977,0.0,0.0,0.0,0.0,0.0,9.55289,1.0,9,2
2499,series3,667.5758,3.0,1.6088,2.2551,4.2887,0.1739,5.2804,0.0,0.0,0.0,0.0,0.0,9.382788,1.5849625,10,2
3765,series3,406.3793,4.0,2.7224,1.3777,3.839,1.0848,4.0233,0.0,0.0,0.0,0.0,0.0,8.666683,2.0,11,2
779,parallel5,349.1603,0.5,1.7777,3.3405,0.5917,0.5704,1.5723,0.0,0.0,0.0,0.0,0.0,8.447745,-1.0,5,0
2370,series2x2_parallel1,563.395,1.0,1.8733,3.9361,1.1718,2.5265,1.1701,0.0,0.0,0.0,0.0,0.0,9.138003,0.0,7,1
2662,series3_parallel2,222.294,0.5,0.6597,0.6874,1.5111,1.491,1.9356,0.0,0.0,0.0,0.0,0.0,7.796325,-1.0,5,3
3918,series2x2_parallel1,191.4135,3.0,2.2983,3.7739,2.2519,1.5999,0.2867,0.0,0.0,0.0,0.0,0.0,7.580549,1.5849625,10,1
1702,parallel5,75.2663,1.0,2.192,0.6382,2.599,1.2965,5.6766,0.0,0.0,0.0,0.0,0.0,6.233932,0.0,7,0
3956,parallel5,284.2703,0.3333,1.9719,3.608,2.7129,1.6938,3.2896,0.0,0.0,0.0,0.0,0.0,8.151119,-1.5851068,4,0
1659,series3_parallel2,828.3794,0.1667,3.7771,3.203,0.2793,4.0156,0.7398,0.0,0.0,0.0,0.0,0.0,9.694148,-2.584674,1,3
3146,parallel5,98.2435,2.0,0.7827,4.4757,3.9043,0.613,0.573,0.0,0.0,0.0,0.0,0.0,6.61829,1.0,9,0
2975,series3,257.2471,0.5,3.6591,3.1723,3.9138,4.0722,4.1783,0.0,0.0,0.0,0.0,0.0,8.007011,-1.0,5,2
2668,parallel5,842.0873,4.0,1.3385,4.0755,1.9165,1.009,5.5714,0.0,0.0,0.0,0.0,0.0,9.717826,2.0,11,0
504,series3,95.2177,1.5,0.784,1.8672,0.6499,2.4226,3.5891,0.0,0.0,0.0,0.0,0.0,6.573158,0.5849625,8,2
1929,parallel5,313.8349,0.25,1.0967,0.2907,1.6856,3.8961,3.5865,0.0,0.0,0.0,0.0,0.0,8.293862,-2.0,3,0
1542,series3,81.4153,2.0,0.8169,2.6679,0.5773,2.9434,1.9992,0.0,0.0,0.0,0.0,0.0,6.347228,1.0,9,2
1118,series3,216.9418,0.1667,2.0438,5.3559,2.5707,0.3247,3.2417,0.0,0.0,0.0,0.0,0.0,7.761164,-2.584674,1,2
2223,parallel5,213.4513,1.5,4.5953,1.64,1.9081,4.5859,0.4573,0.0,0.0,0.0,0.0,0.0,7.737763,0.5849625,8,0
105,series2x2_parallel1,155.3872,0.125,3.5761,1.7867,0.3032,3.0512,2.1841,0.0,0.0,0.0,0.0,0.0,7.279724,-3.0,0,1
1127,series3_parallel2,206.0598,1.5,4.2333,3.0446,3.1923,0.5971,0.4242,0.0,0.0,0.0,0.0,0.0,7.686919,0.5849625,8,3
3362,series3,256.2251,1.0,2.9026,1.3498,1.9338,0.2841,3.3228,0.0,0.0,0.0,0.0,0.0,8.001268,0.0,7,2
728,series3_parallel2,126.3662,0.1667,4.201,1.5671,0.9464,0.9227,5.8647,0.0,0.0,0.0,0.0,0.0,6.981467,-2.584674,1,3
1204,series2x2_parallel1,378.7418,0.5,3.0693,3.2207,4.0238,3.1803,0.9672,0.0,0.0,0.0,0.0,0.0,8.565071,-1.0,5,1
326,parallel5,198.9348,0.5,2.6975,1.9542,0.2057,3.2085,1.514,0.0,0.0,0.0,0.0,0.0,7.636152,-1.0,5,0
51,series3_parallel2,167.5577,0.25,2.0167,5.5036,0.3347,4.039,3.7896,0.0,0.0,0.0,0.0,0.0,7.388514,-2.0,3,3
320,series2x2_parallel1,577.4653,0.2,0.9602,0.2714,4.3374,2.7006,1.6487,0.0,0.0,0.0,0.0,0.0,9.173591,-2.321928,2,1
468,series3,803.7933,1.5,4.5572,5.5533,0.6997,5.9466,1.4136,0.0,0.0,0.0,0.0,0.0,9.650681,0.5849625,8,2
522,series2x2_parallel1,134.8696,2.0,2.7,1.2054,0.7596,4.3999,1.3872,0.0,0.0,0.0,0.0,0.0,7.0754213,1.0,9,1
2727,series3_parallel2,291.3292,0.25,2.1581,2.0758,4.0073,2.2678,1.1913,0.0,0.0,0.0,0.0,0.0,8.186506,-2.0,3,3
3638,parallel5,233.797,0.125,0.8869,0.323,3.4593,2.919,5.4213,0.0,0.0,0.0,0.0,0.0,7.8691125,-3.0,0,0
3690,series3,206.9901,4.0,5.2786,1.5081,1.2634,2.3669,1.6631,0.0,0.0,0.0,0.0,0.0,7.693418,2.0,11,2
3852,parallel5,605.3031,0.6667,3.9531,0.7413,2.7056,1.8234,5.1283,0.0,0.0,0.0,0.0,0.0,9.241514,-0.58489037,6,0
4016,series2x2_parallel1,382.1988,0.6667,1.6475,3.9503,2.8411,3.9723,0.4202,0.0,0.0,0.0,0.0,0.0,8.578179,-0.58489037,6,1
1110,series3,365.396,1.0,3.9342,0.5848,4.7438,1.9403,1.46,0.0,0.0,0.0,0.0,0.0,8.513317,0.0,7,2
2225,series3,683.699,0.25,0.804,2.9036,2.9913,0.1797,0.8284,0.0,0.0,0.0,0.0,0.0,9.417217,-2.0,3,2
802,series3,95.57,1.5,3.096,1.0117,2.1614,2.4935,1.9019,0.0,0.0,0.0,0.0,0.0,6.578486,0.5849625,8,2
1384,series3_parallel2,594.6554,0.6667,0.559,5.0834,0.4196,0.2697,1.2398,0.0,0.0,0.0,0.0,0.0,9.21591,-0.58489037,6,3
10,series3,264.3408,0.25,1.2581,0.9944,0.6743,4.0642,4.8499,0.0,0.0,0.0,0.0,0.0,8.046255,-2.0,3,2
3516,parallel5,165.1222,0.3333,2.062,4.1172,0.4673,1.6766,1.3465,0.0,0.0,0.0,0.0,0.0,7.36739,-1.5851068,4,0
2880,series3,113.6446,0.3333,3.6307,3.7429,4.4047,1.7238,2.2703,0.0,0.0,0.0,0.0,0.0,6.8283854,-1.5851068,4,2
1000,series2x2_parallel1,99.3821,0.2,2.5874,3.6901,0.2968,4.0688,2.2386,0.0,0.0,0.0,0.0,0.0,6.6349144,-2.321928,2,1
281,series3_parallel2,817.7011,1.0,4.6365,1.9341,1.7374,2.7059,1.7421,0.0,0.0,0.0,0.0,0.0,9.675429,0.0,7,3
2182,series3_parallel2,172.0898,1.5,2.6065,3.4124,3.2235,3.1833,1.9956,0.0,0.0,0.0,0.0,0.0,7.4270177,0.5849625,8,3
1246,series2x2_parallel1,87.577,2.0,0.9167,0.2414,0.1888,1.0766,2.8999,0.0,0.0,0.0,0.0,0.0,6.4524803,1.0,9,1
1563,series3,104.2432,1.5,0.2862,4.0119,0.7883,0.1834,3.2522,0.0,0.0,0.0,0.0,0.0,6.7038093,0.5849625,8,2
2242,series2x2_parallel1,244.7871,0.2,1.0837,5.8124,5.3168,3.395,2.6737,0.0,0.0,0.0,0.0,0.0,7.935384,-2.321928,2,1
3341,series3,497.0326,2.0,3.4374,2.4596,4.0131,0.2672,5.9251,0.0,0.0,0.0,0.0,0.0,8.957196,1.0,9,2
3013,series2x2_parallel1,385.45,1.0,0.3505,2.0005,1.4643,0.2825,2.8972,0.0,0.0,0.0,0.0,0.0,8.5904,0.0,7,1
1740,series3_parallel2,209.1291,0.3333,0.3547,0.6119,0.9116,1.2641,4.8986,0.0,0.0,0.0,0.0,0.0,7.70825,-1.5851068,4,3
1183,series3_parallel2,509.5523,2.0,2.0692,3.1298,3.1859,2.3615,5.476,0.0,0.0,0.0,0.0,0.0,8.993087,1.0,9,3
3955,series3_parallel2,517.4745,2.0,3.1996,1.2902,1.5016,2.2414,0.9779,0.0,0.0,0.0,0.0,0.0,9.015344,1.0,9,3
1709,parallel5,621.0522,0.1667,2.9062,3.9409,1.7104,4.9534,1.9597,0.0,0.0,0.0,0.0,0.0,9.278571,-2.584674,1,0
1448,series3_parallel2,211.3983,0.3333,4.9348,1.1766,2.4427,5.1229,0.436,0.0,0.0,0.0,0.0,0.0,7.72382,-1.5851068,4,3
1206,series3,321.6022,0.25,2.4471,1.7355,1.3164,3.6406,3.9426,0.0,0.0,0.0,0.0,0.0,8.329133,-2.0,3,2
1287,parallel5,807.2763,1.5,0.839,1.1462,1.0229,3.8061,2.7754,0.0,0.0,0.0,0.0,0.0,9.656919,0.5849625,8,0
1516,series3_parallel2,223.9785,0.25,0.9051,4.0416,5.5409,2.3391,1.7013,0.0,0.0,0.0,0.0,0.0,7.8072166,-2.0,3,3
1445,series3,65.9761,3.0,1.0142,1.4484,1.0261,1.2774,0.8343,0.0,0.0,0.0,0.0,0.0,6.0438714,1.5849625,10,2
819,series3,551.055,4.0,4.2529,1.4347,0.361,4.0184,0.7725,0.0,0.0,0.0,0.0,0.0,9.106052,2.0,11,2
77,series3,75.1199,0.25,1.7206,0.8081,1.7423,2.0141,2.1911,0.0,0.0,0.0,0.0,0.0,6.2311234,-2.0,3,2
2665,series2x2_parallel1,381.8565,0.125,0.8391,0.9565,3.2271,2.4391,3.3897,0.0,0.0,0.0,0.0,0.0,8.576887,-3.0,0,1
3963,series2x2_parallel1,66.3154,3.0,2.5033,1.4211,3.6191,2.5897,1.2824,0.0,0.0,0.0,0.0,0.0,6.051272,1.5849625,10,1
3442,series3,419.0052,4.0,1.0406,2.0776,0.3865,3.0067,2.417,0.0,0.0,0.0,0.0,0.0,8.710824,2.0,11,2
3807,series3_parallel2,311.6619,0.3333,0.2606,1.93,1.319,5.6399,3.1706,0.0,0.0,0.0,0.0,0.0,8.283838,-1.5851068,4,3
3986,series3,181.068,0.125,1.4382,0.5726,0.8759,2.5418,2.2107,0.0,0.0,0.0,0.0,0.0,7.5003877,-3.0,0,2
2397,series3_parallel2,419.067,0.125,4.0025,0.9763,1.3156,0.294,1.0044,0.0,0.0,0.0,0.0,0.0,8.711037,-3.0,0,3
3382,series3,290.1404,0.3333,3.7839,2.9264,3.5736,1.402,0.2796,0.0,0.0,0.0,0.0,0.0,8.180608,-1.5851068,4,2
2409,series3_parallel2,70.4858,0.6667,1.0023,3.9514,1.7622,4.1125,0.7359,0.0,0.0,0.0,0.0,0.0,6.139261,-0.58489037,6,3
3619,parallel5,163.3341,0.3333,3.9844,2.4791,3.7838,4.7049,2.0461,0.0,0.0,0.0,0.0,0.0,7.351682,-1.5851068,4,0
2372,parallel5,177.5128,2.0,4.7885,2.0443,1.7284,3.1841,5.94,0.0,0.0,0.0,0.0,0.0,7.4717793,1.0,9,0
3756,series2x2_parallel1,129.5852,1.0,0.2086,2.3407,3.4256,1.0837,1.2113,0.0,0.0,0.0,0.0,0.0,7.0177574,0.0,7,1
1108,series3_parallel2,118.9671,0.2,3.1907,3.4636,2.751,3.7949,1.4559,0.0,0.0,0.0,0.0,0.0,6.8944187,-2.321928,2,3
2799,parallel5,245.7459,3.0,4.1161,3.8325,0.6458,4.3946,1.2292,0.0,0.0,0.0,0.0,0.0,7.9410233,1.5849625,10,0
1990,series2x2_parallel1,575.1441,0.3333,1.4688,2.5428,4.5206,4.5963,4.7913,0.0,0.0,0.0,0.0,0.0,9.16778,-1.5851068,4,1
2967,parallel5,184.4402,3.0,1.1575,3.2433,4.4946,2.1028,3.3567,0.0,0.0,0.0,0.0,0.0,7.5270095,1.5849625,10,0
3784,series3_parallel2,441.4669,2.0,1.4094,0.5974,1.3201,1.2596,1.3917,0.0,0.0,0.0,0.0,0.0,8.786161,1.0,9,3
1911,parallel5,249.1938,0.3333,3.5086,1.0302,0.8106,1.6091,3.2016,0.0,0.0,0.0,0.0,0.0,7.9611244,-1.5851068,4,0
3950,parallel5,334.3064,0.6667,1.6821,4.5008,5.5146,1.5917,4.6707,0.0,0.0,0.0,0.0,0.0,8.385027,-0.58489037,6,0
1743,series3,215.3233,1.0,1.5126,1.3928,0.7923,0.9343,1.589,0.0,0.0,0.0,0.0,0.0,7.7503605,0.0,7,2
2217,parallel5,458.8433,4.0,0.3619,1.8827,3.5085,4.6625,4.5958,0.0,0.0,0.0,0.0,0.0,8.841858,2.0,11,0
3097,series2x2_parallel1,101.6275,1.5,2.5385,3.1513,5.679,3.6128,1.9354,0.0,0.0,0.0,0.0,0.0,6.667147,0.5849625,8,1
184,parallel5,326.7547,4.0,0.768,0.4003,0.2125,5.2765,5.5307,0.0,0.0,0.0,0.0,0.0,8.352064,2.0,11,0
904,series2x2_parallel1,225.823,4.0,3.5638,1.1599,0.1581,0.9257,1.1293,0.0,0.0,0.0,0.0,0.0,7.8190484,2.0,11,1
3039,series3,285.1479,0.5,4.9009,0.463,1.7471,1.294,0.6553,0.0,0.0,0.0,0.0,0.0,8.155566,-1.0,5,2
